MatchNumber,RoundNumber,Date,Location,Home_Team,Away_Team
148,1,19/08/2023,location,Mechelen,St. Gilloise
149,1,22/12/2023,location,Mechelen,Standard
150,1,9/3/2024,location,Mechelen,Westerlo
151,1,20/01/2024,location,Oud-Heverlee Leuven,Anderlecht
152,1,18/08/2023,location,Oud-Heverlee Leuven,Antwerp
153,1,16/12/2023,location,Oud-Heverlee Leuven,Cercle Brugge
154,1,17/02/2024,location,Oud-Heverlee Leuven,Charleroi
155,1,25/11/2023,location,Oud-Heverlee Leuven,Club Brugge
156,1,26/12/2023,location,Oud-Heverlee Leuven,Eupen
157,1,31/01/2024,location,Oud-Heverlee Leuven,Genk
158,1,17/09/2023,location,Oud-Heverlee Leuven,Gent
159,1,1/9/2023,location,Oud-Heverlee Leuven,Kortrijk
160,1,16/03/2024,location,Oud-Heverlee Leuven,Mechelen
161,1,5/8/2023,location,Oud-Heverlee Leuven,RWD Molenbeek
162,1,21/10/2023,location,Oud-Heverlee Leuven,St Truiden
163,1,2/3/2024,location,Oud-Heverlee Leuven,St. Gilloise
164,1,30/09/2023,location,Oud-Heverlee Leuven,Standard
165,1,4/11/2023,location,Oud-Heverlee Leuven,Westerlo
166,1,9/3/2024,location,RWD Molenbeek,Anderlecht
167,1,10/2/2024,location,RWD Molenbeek,Antwerp
168,1,16/09/2023,location,RWD Molenbeek,Cercle Brugge
169,1,2/12/2023,location,RWD Molenbeek,Charleroi
170,1,22/12/2023,location,RWD Molenbeek,Club Brugge
171,1,20/01/2024,location,RWD Molenbeek,Eupen
172,1,29/07/2023,location,RWD Molenbeek,Genk
173,1,30/09/2023,location,RWD Molenbeek,Gent
174,1,4/11/2023,location,RWD Molenbeek,Kortrijk
175,1,12/8/2023,location,RWD Molenbeek,Mechelen
176,1,24/02/2024,location,RWD Molenbeek,Oud-Heverlee Leuven
177,1,16/12/2023,location,RWD Molenbeek,St Truiden
178,1,28/08/2023,location,RWD Molenbeek,St. Gilloise
179,1,3/2/2024,location,RWD Molenbeek,Standard
180,1,21/10/2023,location,RWD Molenbeek,Westerlo
181,1,13/08/2023,location,St Truiden,Anderlecht
182,1,25/11/2023,location,St Truiden,Antwerp
183,1,27/08/2023,location,St Truiden,Cercle Brugge
184,1,22/12/2023,location,St Truiden,Charleroi
185,1,16/03/2024,location,St Truiden,Club Brugge
186,1,4/11/2023,location,St Truiden,Eupen
187,1,27/01/2024,location,St Truiden,Genk
188,1,31/01/2024,location,St Truiden,Gent
189,1,10/2/2024,location,St Truiden,Kortrijk
190,1,17/09/2023,location,St Truiden,Mechelen
191,1,9/12/2023,location,St Truiden,Oud-Heverlee Leuven
192,1,28/10/2023,location,St Truiden,RWD Molenbeek
193,1,7/10/2023,location,St Truiden,St. Gilloise
194,1,30/07/2023,location,St Truiden,Standard
195,1,24/02/2024,location,St Truiden,Westerlo
196,1,28/07/2023,location,St. Gilloise,Anderlecht
197,1,3/9/2023,location,St. Gilloise,Antwerp
198,1,2/12/2023,location,St. Gilloise,Cercle Brugge
199,1,30/09/2023,location,St. Gilloise,Charleroi
200,1,4/11/2023,location,St. Gilloise,Club Brugge
201,1,21/10/2023,location,St. Gilloise,Eupen
202,1,16/09/2023,location,St. Gilloise,Genk
203,1,9/3/2024,location,St. Gilloise,Gent
204,1,11/11/2023,location,St. Gilloise,Kortrijk
205,1,16/12/2023,location,St. Gilloise,Mechelen
206,1,12/8/2023,location,St. Gilloise,Oud-Heverlee Leuven
207,1,31/01/2024,location,St. Gilloise,RWD Molenbeek
208,1,20/01/2024,location,St. Gilloise,St Truiden
209,1,24/02/2024,location,St. Gilloise,Standard
210,1,10/2/2024,location,St. Gilloise,Westerlo
211,1,21/10/2023,location,Standard,Anderlecht
212,1,31/01/2024,location,Standard,Antwerp
213,1,19/08/2023,location,Standard,Cercle Brugge
214,1,16/12/2023,location,Standard,Charleroi
215,1,7/10/2023,location,Standard,Club Brugge
216,1,16/03/2024,location,Standard,Eupen
217,1,25/11/2023,location,Standard,Genk
218,1,2/3/2024,location,Standard,Gent
219,1,20/01/2024,location,Standard,Kortrijk
220,1,4/11/2023,location,Standard,Mechelen
221,1,10/2/2024,location,Standard,Oud-Heverlee Leuven
222,1,2/9/2023,location,Standard,RWD Molenbeek
223,1,26/12/2023,location,Standard,St Truiden
224,1,4/8/2023,location,Standard,St. Gilloise
225,1,23/09/2023,location,Standard,Westerlo
226,1,2/12/2023,location,Westerlo,Anderlecht
227,1,15/09/2023,location,Westerlo,Antwerp
228,1,31/01/2024,location,Westerlo,Cercle Brugge
229,1,2/3/2024,location,Westerlo,Charleroi
230,1,6/8/2023,location,Westerlo,Club Brugge
231,1,16/12/2023,location,Westerlo,Eupen
232,1,16/03/2024,location,Westerlo,Genk
233,1,13/08/2023,location,Westerlo,Gent
234,1,7/10/2023,location,Westerlo,Kortrijk
235,1,26/08/2023,location,Westerlo,Mechelen
236,1,3/2/2024,location,Westerlo,Oud-Heverlee Leuven
237,1,26/12/2023,location,Westerlo,RWD Molenbeek
238,1,11/11/2023,location,Westerlo,St Truiden
239,1,28/10/2023,location,Westerlo,St. Gilloise
240,1,17/02/2024,location,Westerlo,Standard
