MatchNumber,RoundNumber,Date,Location,Home_Team,Away_Team
84,1,27/01/2024,england,Bristol Rvs,Oxford
85,1,20/04/2024,england,Bristol Rvs,Peterboro
86,1,3/10/2023,england,Bristol Rvs,Port Vale
87,1,26/12/2023,england,Bristol Rvs,Portsmouth
88,1,23/03/2024,england,Bristol Rvs,Reading
89,1,1/4/2024,england,Bristol Rvs,Shrewsbury
90,1,24/10/2023,england,Bristol Rvs,Stevenage
91,1,23/09/2023,england,Bristol Rvs,Wigan
92,1,26/08/2023,england,Bristol Rvs,Wycombe
93,1,1/4/2024,england,Burton,Barnsley
94,1,26/12/2023,england,Burton,Blackpool
95,1,26/08/2023,england,Burton,Bolton
96,1,21/10/2023,england,Burton,Bristol Rvs
97,1,9/10/2023,england,Burton,Cambridge
98,1,13/02/2024,england,Burton,Carlisle
99,1,20/01/2024,england,Burton,Charlton
100,1,18/11/2023,england,Burton,Cheltenham
101,1,12/8/2023,england,Burton,Derby
102,1,2/9/2023,england,Burton,Exeter
103,1,23/09/2023,england,Burton,Fleetwood Town
104,1,28/10/2023,england,Burton,Leyton Orient
105,1,3/2/2024,england,Burton,Lincoln
106,1,24/02/2024,england,Burton,Northampton
107,1,6/4/2024,england,Burton,Oxford
108,1,9/3/2024,england,Burton,Peterboro
109,1,23/03/2024,england,Burton,Port Vale
110,1,28/11/2023,england,Burton,Portsmouth
111,1,20/04/2024,england,Burton,Reading
112,1,29/12/2023,england,Burton,Shrewsbury
113,1,9/12/2023,england,Burton,Stevenage
114,1,3/10/2023,england,Burton,Wigan
115,1,6/1/2024,england,Burton,Wycombe
116,1,3/10/2023,england,Cambridge,Barnsley
117,1,16/12/2023,england,Cambridge,Blackpool
118,1,18/11/2023,england,Cambridge,Bolton
119,1,19/08/2023,england,Cambridge,Bristol Rvs
120,1,27/01/2024,england,Cambridge,Burton
121,1,28/10/2023,england,Cambridge,Carlisle
122,1,13/04/2024,england,Cambridge,Charlton
123,1,10/2/2024,england,Cambridge,Cheltenham
124,1,20/04/2024,england,Cambridge,Derby
125,1,22/12/2023,england,Cambridge,Exeter
126,1,13/01/2024,england,Cambridge,Fleetwood Town
127,1,1/1/2024,england,Cambridge,Leyton Orient
128,1,28/11/2023,england,Cambridge,Lincoln
129,1,9/3/2024,england,Cambridge,Northampton
130,1,5/8/2023,england,Cambridge,Oxford
131,1,24/02/2024,england,Cambridge,Peterboro
132,1,23/09/2023,england,Cambridge,Port Vale
133,1,24/10/2023,england,Cambridge,Portsmouth
134,1,4/9/2023,england,Cambridge,Reading
135,1,14/10/2023,england,Cambridge,Shrewsbury
136,1,15/08/2023,england,Cambridge,Stevenage
137,1,1/4/2024,england,Cambridge,Wigan
138,1,23/03/2024,england,Cambridge,Wycombe
139,1,12/3/2024,england,Carlisle,Barnsley
140,1,13/04/2024,england,Carlisle,Blackpool
141,1,27/01/2024,england,Carlisle,Bolton
142,1,11/11/2023,england,Carlisle,Bristol Rvs
143,1,24/10/2023,england,Carlisle,Burton
144,1,17/02/2024,england,Carlisle,Cambridge
145,1,25/11/2023,england,Carlisle,Charlton
146,1,23/12/2023,england,Carlisle,Cheltenham
147,1,23/09/2023,england,Carlisle,Derby
148,1,19/08/2023,england,Carlisle,Exeter
149,1,5/8/2023,england,Carlisle,Fleetwood Town
150,1,14/10/2023,england,Carlisle,Leyton Orient
151,1,1/4/2024,england,Carlisle,Lincoln
152,1,16/12/2023,england,Carlisle,Northampton
153,1,13/01/2024,england,Carlisle,Oxford
154,1,3/10/2023,england,Carlisle,Peterboro
155,1,1/1/2024,england,Carlisle,Port Vale
156,1,10/2/2024,england,Carlisle,Portsmouth
157,1,2/3/2024,england,Carlisle,Reading
158,1,2/9/2023,england,Carlisle,Shrewsbury
159,1,23/03/2024,england,Carlisle,Stevenage
160,1,15/08/2023,england,Carlisle,Wigan
161,1,20/04/2024,england,Carlisle,Wycombe
162,1,6/4/2024,england,Charlton,Barnsley
163,1,7/10/2023,england,Charlton,Blackpool
164,1,28/10/2023,england,Charlton,Bolton
165,1,15/08/2023,england,Charlton,Bristol Rvs
166,1,23/12/2023,england,Charlton,Burton
167,1,9/12/2023,england,Charlton,Cambridge
168,1,9/3/2024,england,Charlton,Carlisle
169,1,28/11/2023,england,Charlton,Cheltenham
170,1,3/2/2024,england,Charlton,Derby
171,1,3/10/2023,england,Charlton,Exeter
172,1,2/9/2023,england,Charlton,Fleetwood Town
173,1,5/8/2023,england,Charlton,Leyton Orient
174,1,13/02/2024,england,Charlton,Lincoln
175,1,18/11/2023,england,Charlton,Northampton
176,1,1/1/2024,england,Charlton,Oxford
177,1,13/01/2024,england,Charlton,Peterboro
178,1,19/08/2023,england,Charlton,Port Vale
179,1,24/02/2024,england,Charlton,Portsmouth
180,1,21/10/2023,england,Charlton,Reading
181,1,20/04/2024,england,Charlton,Shrewsbury
182,1,1/4/2024,england,Charlton,Stevenage
183,1,23/03/2024,england,Charlton,Wigan
184,1,23/09/2023,england,Charlton,Wycombe
185,1,2/9/2023,england,Cheltenham,Barnsley
186,1,13/02/2024,england,Cheltenham,Blackpool
187,1,12/8/2023,england,Cheltenham,Bolton
188,1,13/04/2024,england,Cheltenham,Bristol Rvs
189,1,2/3/2024,england,Cheltenham,Burton
190,1,21/10/2023,england,Cheltenham,Cambridge
191,1,20/01/2024,england,Cheltenham,Carlisle
192,1,5/3/2024,england,Cheltenham,Charlton
193,1,7/10/2023,england,Cheltenham,Derby
194,1,1/4/2024,england,Cheltenham,Exeter
195,1,3/10/2023,england,Cheltenham,Fleetwood Town
196,1,16/12/2023,england,Cheltenham,Leyton Orient
197,1,20/04/2024,england,Cheltenham,Lincoln
198,1,26/08/2023,england,Cheltenham,Northampton
199,1,25/11/2023,england,Cheltenham,Oxford
200,1,23/03/2024,england,Cheltenham,Peterboro
201,1,17/02/2024,england,Cheltenham,Port Vale
202,1,6/1/2024,england,Cheltenham,Portsmouth
203,1,29/12/2023,england,Cheltenham,Reading
204,1,26/12/2023,england,Cheltenham,Shrewsbury
205,1,23/09/2023,england,Cheltenham,Stevenage
206,1,11/11/2023,england,Cheltenham,Wigan
207,1,3/2/2024,england,Cheltenham,Wycombe
208,1,11/11/2023,england,Derby,Barnsley
209,1,29/03/2024,england,Derby,Blackpool
210,1,16/03/2024,england,Derby,Bolton
211,1,25/11/2023,england,Derby,Bristol Rvs
212,1,13/01/2024,england,Derby,Burton
213,1,30/09/2023,england,Derby,Cambridge
214,1,27/04/2024,england,Derby,Carlisle
215,1,14/10/2023,england,Derby,Charlton
216,1,27/01/2024,england,Derby,Cheltenham
217,1,24/10/2023,england,Derby,Exeter
218,1,19/08/2023,england,Derby,Fleetwood Town
219,1,13/04/2024,england,Derby,Leyton Orient
220,1,21/12/2023,england,Derby,Lincoln
221,1,31/10/2023,england,Derby,Northampton
222,1,15/08/2023,england,Derby,Oxford
223,1,1/1/2024,england,Derby,Peterboro
224,1,2/3/2024,england,Derby,Port Vale
225,1,16/09/2023,england,Derby,Portsmouth
226,1,12/3/2024,england,Derby,Reading
227,1,10/2/2024,england,Derby,Shrewsbury
228,1,17/02/2024,england,Derby,Stevenage
229,1,5/8/2023,england,Derby,Wigan
230,1,16/12/2023,england,Derby,Wycombe
231,1,7/10/2023,england,Exeter,Barnsley
232,1,12/8/2023,england,Exeter,Blackpool
233,1,9/3/2024,england,Exeter,Bolton
234,1,3/2/2024,england,Exeter,Bristol Rvs
235,1,16/03/2024,england,Exeter,Burton
236,1,20/01/2024,england,Exeter,Cambridge
237,1,6/1/2024,england,Exeter,Carlisle
238,1,29/03/2024,england,Exeter,Charlton
239,1,16/09/2023,england,Exeter,Cheltenham
240,1,13/02/2024,england,Exeter,Derby
241,1,24/02/2024,england,Exeter,Fleetwood Town
242,1,9/9/2023,england,Exeter,Leyton Orient
243,1,28/10/2023,england,Exeter,Lincoln
244,1,30/09/2023,england,Exeter,Northampton
245,1,27/04/2024,england,Exeter,Oxford
246,1,18/11/2023,england,Exeter,Peterboro
247,1,9/12/2023,england,Exeter,Port Vale
248,1,29/12/2023,england,Exeter,Portsmouth
249,1,26/08/2023,england,Exeter,Reading
250,1,28/11/2023,england,Exeter,Shrewsbury
251,1,6/4/2024,england,Exeter,Stevenage
252,1,21/10/2023,england,Exeter,Wigan
253,1,26/12/2023,england,Exeter,Wycombe
254,1,17/02/2024,england,Fleetwood Town,Barnsley
255,1,9/9/2023,england,Fleetwood Town,Blackpool
256,1,29/12/2023,england,Fleetwood Town,Bolton
257,1,12/3/2024,england,Fleetwood Town,Bristol Rvs
258,1,27/04/2024,england,Fleetwood Town,Burton
259,1,12/8/2023,england,Fleetwood Town,Cambridge
260,1,26/12/2023,england,Fleetwood Town,Carlisle
261,1,16/03/2024,england,Fleetwood Town,Charlton
262,1,29/03/2024,england,Fleetwood Town,Cheltenham
263,1,6/1/2024,england,Fleetwood Town,Derby
264,1,11/11/2023,england,Fleetwood Town,Exeter
265,1,30/09/2023,england,Fleetwood Town,Leyton Orient
266,1,21/10/2023,england,Fleetwood Town,Lincoln
267,1,13/04/2024,england,Fleetwood Town,Northampton
268,1,16/09/2023,england,Fleetwood Town,Oxford
269,1,16/12/2023,england,Fleetwood Town,Peterboro
270,1,3/2/2024,england,Fleetwood Town,Port Vale
271,1,20/01/2024,england,Fleetwood Town,Portsmouth
272,1,13/02/2024,england,Fleetwood Town,Reading
273,1,26/08/2023,england,Fleetwood Town,Shrewsbury
274,1,25/11/2023,england,Fleetwood Town,Stevenage
275,1,2/3/2024,england,Fleetwood Town,Wigan
276,1,7/10/2023,england,Fleetwood Town,Wycombe
277,1,21/10/2023,england,Leyton Orient,Barnsley
278,1,6/1/2024,england,Leyton Orient,Blackpool
279,1,20/01/2024,england,Leyton Orient,Bolton
280,1,2/3/2024,england,Leyton Orient,Bristol Rvs
281,1,17/02/2024,england,Leyton Orient,Burton
282,1,26/08/2023,england,Leyton Orient,Cambridge
283,1,3/2/2024,england,Leyton Orient,Carlisle
284,1,26/12/2023,england,Leyton Orient,Charlton
285,1,6/4/2024,england,Leyton Orient,Cheltenham
286,1,9/12/2023,england,Leyton Orient,Derby
287,1,23/03/2024,england,Leyton Orient,Exeter
288,1,20/04/2024,england,Leyton Orient,Fleetwood Town
289,1,3/10/2023,england,Leyton Orient,Lincoln
290,1,13/02/2024,england,Leyton Orient,Northampton
291,1,11/11/2023,england,Leyton Orient,Oxford
292,1,1/4/2024,england,Leyton Orient,Peterboro
293,1,12/3/2024,england,Leyton Orient,Port Vale
294,1,12/8/2023,england,Leyton Orient,Portsmouth
295,1,7/10/2023,england,Leyton Orient,Reading
296,1,23/09/2023,england,Leyton Orient,Shrewsbury
297,1,2/9/2023,england,Leyton Orient,Stevenage
298,1,25/11/2023,england,Leyton Orient,Wigan
299,1,29/12/2023,england,Leyton Orient,Wycombe
300,1,25/11/2023,england,Lincoln,Barnsley
301,1,26/08/2023,england,Lincoln,Blackpool
302,1,26/12/2023,england,Lincoln,Bolton
303,1,16/03/2024,england,Lincoln,Bristol Rvs
304,1,14/10/2023,england,Lincoln,Burton
305,1,12/3/2024,england,Lincoln,Cambridge
306,1,16/09/2023,england,Lincoln,Carlisle
307,1,24/10/2023,england,Lincoln,Charlton
308,1,30/09/2023,england,Lincoln,Cheltenham
309,1,20/01/2024,england,Lincoln,Derby
310,1,17/02/2024,england,Lincoln,Exeter
311,1,10/2/2024,england,Lincoln,Fleetwood Town
312,1,29/03/2024,england,Lincoln,Leyton Orient
313,1,29/12/2023,england,Lincoln,Northampton
314,1,9/9/2023,england,Lincoln,Oxford
315,1,27/01/2024,england,Lincoln,Peterboro
316,1,11/11/2023,england,Lincoln,Port Vale
317,1,27/04/2024,england,Lincoln,Portsmouth
318,1,16/12/2023,england,Lincoln,Reading
319,1,6/1/2024,england,Lincoln,Shrewsbury
320,1,2/3/2024,england,Lincoln,Stevenage
321,1,13/04/2024,england,Lincoln,Wigan
322,1,12/8/2023,england,Lincoln,Wycombe
323,1,23/09/2023,england,Northampton,Barnsley
324,1,12/3/2024,england,Northampton,Blackpool
325,1,10/2/2024,england,Northampton,Bolton
326,1,17/02/2024,england,Northampton,Bristol Rvs
327,1,11/11/2023,england,Northampton,Burton
328,1,25/11/2023,england,Northampton,Cambridge
329,1,6/4/2024,england,Northampton,Carlisle
330,1,2/3/2024,england,Northampton,Charlton
331,1,1/1/2024,england,Northampton,Cheltenham
332,1,23/03/2024,england,Northampton,Derby
333,1,13/04/2024,england,Northampton,Exeter
334,1,9/12/2023,england,Northampton,Fleetwood Town
335,1,24/10/2023,england,Northampton,Leyton Orient
336,1,15/08/2023,england,Northampton,Lincoln
337,1,23/12/2023,england,Northampton,Oxford
338,1,19/08/2023,england,Northampton,Peterboro
339,1,1/4/2024,england,Northampton,Port Vale
340,1,14/10/2023,england,Northampton,Portsmouth
341,1,3/10/2023,england,Northampton,Reading
342,1,27/01/2024,england,Northampton,Shrewsbury
343,1,5/8/2023,england,Northampton,Stevenage
344,1,13/01/2024,england,Northampton,Wigan
345,1,2/9/2023,england,Northampton,Wycombe
346,1,6/1/2024,england,Oxford,Barnsley
347,1,21/10/2023,england,Oxford,Blackpool
348,1,28/11/2023,england,Oxford,Bolton
349,1,7/10/2023,england,Oxford,Bristol Rvs
350,1,16/12/2023,england,Oxford,Burton
351,1,26/12/2023,england,Oxford,Cambridge
352,1,12/8/2023,england,Oxford,Carlisle
353,1,26/08/2023,england,Oxford,Charlton
354,1,9/3/2024,england,Oxford,Cheltenham
355,1,29/12/2023,england,Oxford,Derby
356,1,23/09/2023,england,Oxford,Exeter
357,1,1/4/2024,england,Oxford,Fleetwood Town
358,1,24/02/2024,england,Oxford,Leyton Orient
359,1,23/03/2024,england,Oxford,Lincoln
360,1,20/01/2024,england,Oxford,Northampton
361,1,13/04/2024,england,Oxford,Peterboro
362,1,2/9/2023,england,Oxford,Port Vale
363,1,18/11/2023,england,Oxford,Portsmouth
364,1,3/2/2024,england,Oxford,Reading
365,1,3/10/2023,england,Oxford,Shrewsbury
366,1,13/04/2024,england,Oxford,Stevenage
367,1,13/02/2024,england,Oxford,Wigan
368,1,28/10/2023,england,Oxford,Wycombe
369,1,29/12/2023,england,Peterboro,Barnsley
370,1,17/02/2024,england,Peterboro,Blackpool
371,1,27/04/2024,england,Peterboro,Bolton
372,1,30/09/2023,england,Peterboro,Bristol Rvs
373,1,25/11/2023,england,Peterboro,Burton
374,1,11/11/2023,england,Peterboro,Cambridge
375,1,29/03/2024,england,Peterboro,Carlisle
376,1,12/8/2023,england,Peterboro,Charlton
377,1,19/09/2023,england,Peterboro,Cheltenham
378,1,26/08/2023,england,Peterboro,Derby
379,1,2/3/2024,england,Peterboro,Exeter
380,1,6/4/2024,england,Peterboro,Fleetwood Town
381,1,16/09/2023,england,Peterboro,Leyton Orient
382,1,7/10/2023,england,Peterboro,Lincoln
383,1,6/1/2024,england,Peterboro,Northampton
384,1,9/12/2023,england,Peterboro,Oxford
385,1,13/02/2024,england,Peterboro,Port Vale
386,1,16/03/2024,england,Peterboro,Portsmouth
387,1,26/12/2023,england,Peterboro,Reading
388,1,20/01/2024,england,Peterboro,Shrewsbury
389,1,12/3/2024,england,Peterboro,Stevenage
390,1,3/2/2024,england,Peterboro,Wigan
391,1,21/10/2023,england,Peterboro,Wycombe
392,1,26/12/2023,england,Port Vale,Barnsley
393,1,29/12/2023,england,Port Vale,Blackpool
394,1,30/09/2023,england,Port Vale,Bolton
395,1,29/03/2024,england,Port Vale,Bristol Rvs
396,1,19/09/2023,england,Port Vale,Burton
397,1,27/04/2024,england,Port Vale,Cambridge
398,1,26/08/2023,england,Port Vale,Carlisle
399,1,6/1/2024,england,Port Vale,Charlton
400,1,28/10/2023,england,Port Vale,Cheltenham
401,1,28/11/2023,england,Port Vale,Derby
402,1,13/04/2024,england,Port Vale,Exeter
403,1,14/10/2023,england,Port Vale,Fleetwood Town
404,1,18/11/2023,england,Port Vale,Leyton Orient
405,1,24/02/2024,england,Port Vale,Lincoln
406,1,16/09/2023,england,Port Vale,Northampton
407,1,16/03/2024,england,Port Vale,Oxford
408,1,24/10/2023,england,Port Vale,Peterboro
409,1,27/01/2024,england,Port Vale,Portsmouth
410,1,12/8/2023,england,Port Vale,Reading
411,1,9/3/2024,england,Port Vale,Shrewsbury
412,1,10/2/2024,england,Port Vale,Stevenage
413,1,16/12/2023,england,Port Vale,Wigan
414,1,20/01/2024,england,Port Vale,Wycombe
415,1,23/03/2024,england,Portsmouth,Barnsley
416,1,25/11/2023,england,Portsmouth,Blackpool
417,1,9/12/2023,england,Portsmouth,Bolton
418,1,5/8/2023,england,Portsmouth,Bristol Rvs
419,1,12/3/2024,england,Portsmouth,Burton
420,1,13/02/2024,england,Portsmouth,Cambridge
421,1,21/10/2023,england,Portsmouth,Carlisle
422,1,11/11/2023,england,Portsmouth,Charlton
423,1,19/08/2023,england,Portsmouth,Cheltenham
424,1,1/4/2024,england,Portsmouth,Derby
425,1,15/08/2023,england,Portsmouth,Exeter
426,1,23/12/2023,england,Portsmouth,Fleetwood Town
427,1,13/01/2024,england,Portsmouth,Leyton Orient
428,1,23/09/2023,england,Portsmouth,Lincoln
429,1,3/2/2024,england,Portsmouth,Northampton
430,1,2/3/2024,england,Portsmouth,Oxford
431,1,2/9/2023,england,Portsmouth,Peterboro
432,1,7/10/2023,england,Portsmouth,Port Vale
433,1,17/02/2024,england,Portsmouth,Reading
434,1,6/4/2024,england,Portsmouth,Shrewsbury
435,1,1/1/2024,england,Portsmouth,Stevenage
436,1,20/04/2024,england,Portsmouth,Wigan
437,1,3/10/2023,england,Portsmouth,Wycombe
438,1,9/12/2023,england,Reading,Barnsley
439,1,27/04/2024,england,Reading,Blackpool
440,1,16/09/2023,england,Reading,Bolton
441,1,7/11/2023,england,Reading,Bristol Rvs
442,1,30/09/2023,england,Reading,Burton
443,1,16/03/2024,england,Reading,Cambridge
444,1,28/11/2023,england,Reading,Carlisle
445,1,10/2/2024,england,Reading,Charlton
446,1,15/08/2023,england,Reading,Cheltenham
447,1,18/11/2023,england,Reading,Derby
448,1,1/1/2024,england,Reading,Exeter
449,1,24/10/2023,england,Reading,Fleetwood Town
450,1,27/01/2024,england,Reading,Leyton Orient
451,1,6/4/2024,england,Reading,Lincoln
452,1,29/03/2024,england,Reading,Northampton
453,1,14/10/2023,england,Reading,Oxford
454,1,5/8/2023,england,Reading,Peterboro
455,1,13/01/2024,england,Reading,Port Vale
456,1,28/10/2023,england,Reading,Portsmouth
457,1,24/02/2024,england,Reading,Shrewsbury
458,1,19/08/2023,england,Reading,Stevenage
459,1,23/12/2023,england,Reading,Wigan
460,1,9/3/2024,england,Reading,Wycombe
461,1,13/02/2024,england,Shrewsbury,Barnsley
462,1,2/3/2024,england,Shrewsbury,Blackpool
463,1,7/11/2023,england,Shrewsbury,Bolton
464,1,16/09/2023,england,Shrewsbury,Bristol Rvs
465,1,15/08/2023,england,Shrewsbury,Burton
466,1,3/2/2024,england,Shrewsbury,Cambridge
467,1,16/03/2024,england,Shrewsbury,Carlisle
468,1,30/09/2023,england,Shrewsbury,Charlton
469,1,5/8/2023,england,Shrewsbury,Cheltenham
470,1,21/10/2023,england,Shrewsbury,Derby
471,1,12/3/2024,england,Shrewsbury,Exeter
472,1,1/1/2024,england,Shrewsbury,Fleetwood Town
473,1,27/04/2024,england,Shrewsbury,Leyton Orient
474,1,19/08/2023,england,Shrewsbury,Lincoln
475,1,7/10/2023,england,Shrewsbury,Northampton
476,1,29/03/2024,england,Shrewsbury,Oxford
477,1,23/12/2023,england,Shrewsbury,Peterboro
478,1,25/11/2023,england,Shrewsbury,Port Vale
479,1,16/12/2023,england,Shrewsbury,Portsmouth
480,1,11/11/2023,england,Shrewsbury,Reading
481,1,13/01/2024,england,Shrewsbury,Stevenage
482,1,17/02/2024,england,Shrewsbury,Wigan
483,1,13/04/2024,england,Shrewsbury,Wycombe
484,1,20/01/2024,england,Stevenage,Barnsley
485,1,3/2/2024,england,Stevenage,Blackpool
486,1,29/03/2024,england,Stevenage,Bolton
487,1,13/02/2024,england,Stevenage,Bristol Rvs
488,1,13/04/2024,england,Stevenage,Burton
489,1,29/12/2023,england,Stevenage,Cambridge
490,1,9/9/2023,england,Stevenage,Carlisle
491,1,16/09/2023,england,Stevenage,Charlton
492,1,27/04/2024,england,Stevenage,Cheltenham
493,1,28/10/2023,england,Stevenage,Derby
494,1,16/12/2023,england,Stevenage,Exeter
495,1,9/3/2024,england,Stevenage,Fleetwood Town
496,1,16/03/2024,england,Stevenage,Leyton Orient
497,1,18/11/2023,england,Stevenage,Lincoln
498,1,26/12/2023,england,Stevenage,Northampton
499,1,30/09/2023,england,Stevenage,Oxford
500,1,28/11/2023,england,Stevenage,Peterboro
501,1,21/10/2023,england,Stevenage,Port Vale
502,1,26/08/2023,england,Stevenage,Portsmouth
503,1,6/1/2024,england,Stevenage,Reading
504,1,12/8/2023,england,Stevenage,Shrewsbury
505,1,7/10/2023,england,Stevenage,Wigan
506,1,24/02/2024,england,Stevenage,Wycombe
507,1,26/08/2023,england,Wigan,Barnsley
508,1,16/03/2024,england,Wigan,Blackpool
509,1,6/1/2024,england,Wigan,Bolton
510,1,27/04/2024,england,Wigan,Bristol Rvs
511,1,29/03/2024,england,Wigan,Burton
512,1,16/09/2023,england,Wigan,Cambridge
513,1,29/12/2023,england,Wigan,Carlisle
514,1,31/10/2023,england,Wigan,Charlton
515,1,24/02/2024,england,Wigan,Cheltenham
516,1,26/12/2023,england,Wigan,Derby
517,1,10/2/2024,england,Wigan,Exeter
518,1,28/11/2023,england,Wigan,Fleetwood Town
519,1,9/3/2024,england,Wigan,Leyton Orient
520,1,9/12/2023,england,Wigan,Lincoln
521,1,12/8/2023,england,Wigan,Northampton
522,1,24/10/2023,england,Wigan,Oxford
523,1,14/10/2023,england,Wigan,Peterboro
524,1,6/4/2024,england,Wigan,Port Vale
525,1,30/09/2023,england,Wigan,Portsmouth
526,1,20/01/2024,england,Wigan,Reading
527,1,28/10/2023,england,Wigan,Shrewsbury
528,1,27/01/2024,england,Wigan,Stevenage
529,1,18/11/2023,england,Wigan,Wycombe
530,1,2/3/2024,england,Wycombe,Barnsley
531,1,16/09/2023,england,Wycombe,Blackpool
532,1,24/10/2023,england,Wycombe,Bolton
533,1,1/1/2024,england,Wycombe,Bristol Rvs
534,1,19/08/2023,england,Wycombe,Burton
535,1,31/10/2023,england,Wycombe,Cambridge
536,1,30/09/2023,england,Wycombe,Carlisle
537,1,27/04/2024,england,Wycombe,Charlton
538,1,14/10/2023,england,Wycombe,Cheltenham
539,1,6/4/2024,england,Wycombe,Derby
540,1,5/8/2023,england,Wycombe,Exeter
541,1,27/01/2024,england,Wycombe,Fleetwood Town
542,1,15/08/2023,england,Wycombe,Leyton Orient
543,1,13/01/2024,england,Wycombe,Lincoln
544,1,16/03/2024,england,Wycombe,Northampton
545,1,17/02/2024,england,Wycombe,Oxford
546,1,10/2/2024,england,Wycombe,Peterboro
547,1,23/12/2023,england,Wycombe,Port Vale
548,1,29/03/2024,england,Wycombe,Portsmouth
549,1,25/11/2023,england,Wycombe,Reading
550,1,9/12/2023,england,Wycombe,Shrewsbury
551,1,11/11/2023,england,Wycombe,Stevenage
552,1,12/3/2024,england,Wycombe,Wigan
