MatchNumber,RoundNumber,Location,Date,Home_Team,Away_Team
94,1,stadium,11/7/2021,Vizela,Estoril
95,1,stadium,11/7/2021,Boavista,Famalicao
96,1,stadium,11/7/2021,Tondela,Maritimo
97,1,stadium,11/7/2021,Guimaraes,Moreirense
98,1,stadium,11/7/2021,Santa Clara,Porto
99,1,stadium,11/7/2021,Pacos Ferreira,Sp Lisbon
100,1,stadium,11/28/2021,Belenenses,Benfica
101,1,stadium,11/28/2021,Arouca,Boavista
102,1,stadium,11/28/2021,Sp Braga,Vizela
103,1,stadium,11/28/2021,Moreirense,Gil Vicente
104,1,stadium,11/28/2021,Maritimo,Pacos Ferreira
105,1,stadium,11/28/2021,Famalicao,Portimonense
106,1,stadium,11/28/2021,Estoril,Santa Clara
107,1,stadium,11/28/2021,Sp Lisbon,Tondela
108,1,stadium,11/28/2021,Porto,Guimaraes
109,1,stadium,12/5/2021,Santa Clara,Arouca
110,1,stadium,12/5/2021,Vizela,Belenenses
111,1,stadium,12/5/2021,Sp Braga,Estoril
112,1,stadium,12/5/2021,Gil Vicente,Famalicao
113,1,stadium,12/5/2021,Boavista,Maritimo
114,1,stadium,12/5/2021,Tondela,Moreirense
115,1,stadium,12/5/2021,Portimonense,Porto
116,1,stadium,12/5/2021,Benfica,Sp Lisbon
117,1,stadium,12/5/2021,Pacos Ferreira,Guimaraes
118,1,stadium,12/12/2021,Famalicao,Benfica
119,1,stadium,12/12/2021,Sp Lisbon,Boavista
120,1,stadium,12/12/2021,Porto,Sp Braga
121,1,stadium,12/12/2021,Belenenses,Estoril
122,1,stadium,12/12/2021,Arouca,Vizela
123,1,stadium,12/12/2021,Pacos Ferreira,Gil Vicente
124,1,stadium,12/12/2021,Moreirense,Portimonense
125,1,stadium,12/12/2021,Maritimo,Santa Clara
126,1,stadium,12/12/2021,Guimaraes,Tondela
127,1,stadium,12/19/2021,Portimonense,Arouca
128,1,stadium,12/19/2021,Sp Braga,Belenenses
129,1,stadium,12/19/2021,Estoril,Famalicao
130,1,stadium,12/19/2021,Benfica,Maritimo
131,1,stadium,12/19/2021,Boavista,Moreirense
132,1,stadium,12/19/2021,Tondela,Pacos Ferreira
133,1,stadium,12/19/2021,Vizela,Porto
134,1,stadium,12/19/2021,Gil Vicente,Sp Lisbon
135,1,stadium,12/19/2021,Santa Clara,Guimaraes
136,1,stadium,12/29/2021,Famalicao,Belenenses
137,1,stadium,12/29/2021,Porto,Benfica
138,1,stadium,12/29/2021,Guimaraes,Boavista
139,1,stadium,12/29/2021,Arouca,Sp Braga
140,1,stadium,12/29/2021,Moreirense,Estoril
141,1,stadium,12/29/2021,Maritimo,Vizela
142,1,stadium,12/29/2021,Tondela,Gil Vicente
143,1,stadium,12/29/2021,Sp Lisbon,Portimonense
144,1,stadium,12/29/2021,Pacos Ferreira,Santa Clara
145,1,stadium,1/8/2022,Belenenses,Arouca
146,1,stadium,1/8/2022,Sp Braga,Famalicao
147,1,stadium,1/8/2022,Portimonense,Maritimo
148,1,stadium,1/8/2022,Vizela,Moreirense
149,1,stadium,1/8/2022,Benfica,Pacos Ferreira
150,1,stadium,1/8/2022,Estoril,Porto
151,1,stadium,1/8/2022,Santa Clara,Sp Lisbon
152,1,stadium,1/8/2022,Boavista,Tondela
153,1,stadium,1/8/2022,Gil Vicente,Guimaraes
154,1,stadium,1/16/2022,Estoril,Arouca
155,1,stadium,1/16/2022,Boavista,Gil Vicente
156,1,stadium,1/16/2022,Sp Braga,Maritimo
157,1,stadium,1/16/2022,Benfica,Moreirense
158,1,stadium,1/16/2022,Famalicao,Pacos Ferreira
159,1,stadium,1/16/2022,Belenenses,Porto
160,1,stadium,1/16/2022,Vizela,Sp Lisbon
161,1,stadium,1/16/2022,Santa Clara,Tondela
162,1,stadium,1/16/2022,Portimonense,Guimaraes
163,1,stadium,1/23/2022,Maritimo,Belenenses
164,1,stadium,1/23/2022,Arouca,Benfica
165,1,stadium,1/23/2022,Pacos Ferreira,Boavista
166,1,stadium,1/23/2022,Sp Lisbon,Sp Braga
167,1,stadium,1/23/2022,Guimaraes,Estoril
168,1,stadium,1/23/2022,Porto,Famalicao
169,1,stadium,1/23/2022,Tondela,Vizela
170,1,stadium,1/23/2022,Gil Vicente,Portimonense
171,1,stadium,1/23/2022,Moreirense,Santa Clara
172,1,stadium,1/30/2022,Famalicao,Arouca
173,1,stadium,1/30/2022,Santa Clara,Boavista
174,1,stadium,1/30/2022,Benfica,Gil Vicente
175,1,stadium,1/30/2022,Porto,Maritimo
176,1,stadium,1/30/2022,Sp Braga,Moreirense
177,1,stadium,1/30/2022,Estoril,Pacos Ferreira
178,1,stadium,1/30/2022,Belenenses,Sp Lisbon
179,1,stadium,1/30/2022,Portimonense,Tondela
180,1,stadium,1/30/2022,Vizela,Guimaraes
181,1,stadium,2/6/2022,Moreirense,Belenenses
182,1,stadium,2/6/2022,Tondela,Benfica
183,1,stadium,2/6/2022,Guimaraes,Sp Braga
184,1,stadium,2/6/2022,Maritimo,Estoril
185,1,stadium,2/6/2022,Sp Lisbon,Famalicao
186,1,stadium,2/6/2022,Boavista,Vizela
187,1,stadium,2/6/2022,Pacos Ferreira,Portimonense
188,1,stadium,2/6/2022,Arouca,Porto
189,1,stadium,2/6/2022,Gil Vicente,Santa Clara
190,1,stadium,2/13/2022,Portimonense,Boavista
191,1,stadium,2/13/2022,Vizela,Gil Vicente
192,1,stadium,2/13/2022,Arouca,Maritimo
193,1,stadium,2/13/2022,Famalicao,Moreirense
194,1,stadium,2/13/2022,Sp Braga,Pacos Ferreira
195,1,stadium,2/13/2022,Benfica,Santa Clara
196,1,stadium,2/13/2022,Porto,Sp Lisbon
197,1,stadium,2/13/2022,Estoril,Tondela
198,1,stadium,2/13/2022,Belenenses,Guimaraes
199,1,stadium,2/20/2022,Guimaraes,Arouca
200,1,stadium,2/20/2022,Gil Vicente,Belenenses
201,1,stadium,2/20/2022,Boavista,Benfica
202,1,stadium,2/20/2022,Tondela,Sp Braga
203,1,stadium,2/20/2022,Sp Lisbon,Estoril
204,1,stadium,2/20/2022,Maritimo,Famalicao
205,1,stadium,2/20/2022,Pacos Ferreira,Vizela
206,1,stadium,2/20/2022,Santa Clara,Portimonense
207,1,stadium,2/20/2022,Moreirense,Porto
208,1,stadium,2/27/2022,Estoril,Boavista
209,1,stadium,2/27/2022,Porto,Gil Vicente
210,1,stadium,2/27/2022,Arouca,Moreirense
211,1,stadium,2/27/2022,Belenenses,Pacos Ferreira
212,1,stadium,2/27/2022,Vizela,Portimonense
213,1,stadium,2/27/2022,Sp Braga,Santa Clara
214,1,stadium,2/27/2022,Maritimo,Sp Lisbon
215,1,stadium,2/27/2022,Famalicao,Tondela
216,1,stadium,2/27/2022,Benfica,Guimaraes
217,1,stadium,3/6/2022,Sp Lisbon,Arouca
218,1,stadium,3/6/2022,Tondela,Belenenses
219,1,stadium,3/6/2022,Portimonense,Benfica
220,1,stadium,3/6/2022,Boavista,Sp Braga
221,1,stadium,3/6/2022,Gil Vicente,Estoril
222,1,stadium,3/6/2022,Guimaraes,Famalicao
223,1,stadium,3/6/2022,Santa Clara,Vizela
224,1,stadium,3/6/2022,Moreirense,Maritimo
225,1,stadium,3/6/2022,Pacos Ferreira,Porto
226,1,stadium,3/13/2022,Belenenses,Boavista
227,1,stadium,3/13/2022,Benfica,Vizela
228,1,stadium,3/13/2022,Sp Braga,Gil Vicente
229,1,stadium,3/13/2022,Arouca,Pacos Ferreira
230,1,stadium,3/13/2022,Estoril,Portimonense
231,1,stadium,3/13/2022,Famalicao,Santa Clara
232,1,stadium,3/13/2022,Moreirense,Sp Lisbon
233,1,stadium,3/13/2022,Porto,Tondela
234,1,stadium,3/13/2022,Maritimo,Guimaraes
235,1,stadium,3/20/2022,Tondela,Arouca
236,1,stadium,3/20/2022,Santa Clara,Belenenses
237,1,stadium,3/20/2022,Portimonense,Sp Braga
238,1,stadium,3/20/2022,Benfica,Estoril
239,1,stadium,3/20/2022,Vizela,Famalicao
240,1,stadium,3/20/2022,Gil Vicente,Maritimo
241,1,stadium,3/20/2022,Pacos Ferreira,Moreirense
242,1,stadium,3/20/2022,Boavista,Porto
243,1,stadium,3/20/2022,Guimaraes,Sp Lisbon
244,1,stadium,4/3/2022,Sp Braga,Benfica
245,1,stadium,4/3/2022,Famalicao,Boavista
246,1,stadium,4/3/2022,Estoril,Vizela
247,1,stadium,4/3/2022,Arouca,Gil Vicente
248,1,stadium,4/3/2022,Sp Lisbon,Pacos Ferreira
249,1,stadium,4/3/2022,Belenenses,Portimonense
250,1,stadium,4/3/2022,Porto,Santa Clara
251,1,stadium,4/3/2022,Maritimo,Tondela
252,1,stadium,4/3/2022,Moreirense,Guimaraes
253,1,stadium,4/10/2022,Boavista,Arouca
254,1,stadium,4/10/2022,Benfica,Belenenses
255,1,stadium,4/10/2022,Vizela,Sp Braga
256,1,stadium,4/10/2022,Santa Clara,Estoril
257,1,stadium,4/10/2022,Portimonense,Famalicao
258,1,stadium,4/10/2022,Pacos Ferreira,Maritimo
259,1,stadium,4/10/2022,Gil Vicente,Moreirense
260,1,stadium,4/10/2022,Guimaraes,Porto
261,1,stadium,4/10/2022,Tondela,Sp Lisbon
262,1,stadium,4/16/2022,Sp Lisbon,Benfica
263,1,stadium,4/16/2022,Maritimo,Boavista
264,1,stadium,4/16/2022,Estoril,Sp Braga
265,1,stadium,4/16/2022,Belenenses,Vizela
266,1,stadium,4/16/2022,Famalicao,Gil Vicente
267,1,stadium,4/16/2022,Guimaraes,Pacos Ferreira
268,1,stadium,4/16/2022,Porto,Portimonense
269,1,stadium,4/16/2022,Arouca,Santa Clara
270,1,stadium,4/16/2022,Moreirense,Tondela
271,1,stadium,4/24/2022,Vizela,Arouca
272,1,stadium,4/24/2022,Estoril,Belenenses
273,1,stadium,4/24/2022,Benfica,Famalicao
274,1,stadium,4/24/2022,Santa Clara,Maritimo
275,1,stadium,4/24/2022,Portimonense,Moreirense
276,1,stadium,4/24/2022,Gil Vicente,Pacos Ferreira
277,1,stadium,4/24/2022,Sp Braga,Porto
278,1,stadium,4/24/2022,Boavista,Sp Lisbon
279,1,stadium,4/24/2022,Tondela,Guimaraes
280,1,stadium,4/30/2022,Maritimo,Benfica
281,1,stadium,4/30/2022,Moreirense,Boavista
282,1,stadium,4/30/2022,Belenenses,Sp Braga
283,1,stadium,4/30/2022,Famalicao,Estoril
284,1,stadium,4/30/2022,Porto,Vizela
285,1,stadium,4/30/2022,Sp Lisbon,Gil Vicente
286,1,stadium,4/30/2022,Arouca,Portimonense
287,1,stadium,4/30/2022,Guimaraes,Santa Clara
288,1,stadium,4/30/2022,Pacos Ferreira,Tondela
289,1,stadium,5/8/2022,Sp Braga,Arouca
290,1,stadium,5/8/2022,Belenenses,Famalicao
291,1,stadium,5/8/2022,Vizela,Maritimo
292,1,stadium,5/8/2022,Estoril,Moreirense
293,1,stadium,5/8/2022,Santa Clara,Pacos Ferreira
294,1,stadium,5/8/2022,Benfica,Porto
295,1,stadium,5/8/2022,Portimonense,Sp Lisbon
296,1,stadium,5/8/2022,Gil Vicente,Tondela
297,1,stadium,5/8/2022,Boavista,Guimaraes
298,1,stadium,5/15/2022,Arouca,Belenenses
299,1,stadium,5/15/2022,Pacos Ferreira,Benfica
300,1,stadium,5/15/2022,Tondela,Boavista
301,1,stadium,5/15/2022,Famalicao,Sp Braga
302,1,stadium,5/15/2022,Porto,Estoril
303,1,stadium,5/15/2022,Moreirense,Vizela
304,1,stadium,5/15/2022,Guimaraes,Gil Vicente
305,1,stadium,5/15/2022,Maritimo,Portimonense
306,1,stadium,5/15/2022,Sp Lisbon,Santa Clara
