MatchNumber,RoundNumber,Date,Location,Home_Team,Away_Team
58,1,27/04/2023,england,Barrow,Mansfield
59,1,3/2/2024,england,Barrow,Milton Keynes Dons
60,1,31/10/2023,england,Barrow,Morecambe
61,1,23/03/2024,england,Barrow,Newport County
62,1,7/10/2023,england,Barrow,Notts County
63,1,28/10/2023,england,Barrow,Salford
64,1,26/12/2023,england,Barrow,Stockport
65,1,12/8/2023,england,Barrow,Sutton
66,1,6/4/2024,england,Barrow,Swindon
67,1,6/1/2024,england,Barrow,Tranmere
68,1,28/11/2023,england,Barrow,Walsall
69,1,26/08/2023,england,Barrow,Wrexham
70,1,25/11/2023,england,Bradford,Accrington
71,1,3/2/2024,england,Bradford,AFC Wimbledon
72,1,11/11/2023,england,Bradford,Barrow
73,1,12/8/2023,england,Bradford,Colchester
74,1,6/1/2024,england,Bradford,Crawley Town
75,1,26/08/2023,england,Bradford,Crewe
76,1,20/01/2024,england,Bradford,Doncaster
77,1,12/3/2024,england,Bradford,Forest Green
78,1,6/4/2024,england,Bradford,Gillingham
79,1,9/9/2023,england,Bradford,Grimsby
80,1,16/09/2023,england,Bradford,Harrogate
81,1,16/03/2024,england,Bradford,Mansfield
82,1,13/02/2024,england,Bradford,Milton Keynes Dons
83,1,26/12/2023,england,Bradford,Morecambe
84,1,27/04/2023,england,Bradford,Newport County
85,1,2/3/2024,england,Bradford,Notts County
86,1,9/12/2023,england,Bradford,Salford
87,1,29/12/2023,england,Bradford,Stockport
88,1,17/02/2024,england,Bradford,Sutton
89,1,7/10/2023,england,Bradford,Swindon
90,1,29/03/2024,england,Bradford,Tranmere
91,1,30/09/2023,england,Bradford,Walsall
92,1,21/10/2023,england,Bradford,Wrexham
93,1,17/02/2024,england,Colchester,Accrington
94,1,15/08/2023,england,Colchester,AFC Wimbledon
95,1,25/11/2023,england,Colchester,Barrow
96,1,13/01/2024,england,Colchester,Bradford
97,1,9/12/2023,england,Colchester,Crawley Town
98,1,27/04/2023,england,Colchester,Crewe
99,1,12/3/2024,england,Colchester,Doncaster
100,1,3/2/2024,england,Colchester,Forest Green
101,1,1/1/2024,england,Colchester,Gillingham
102,1,13/02/2024,england,Colchester,Grimsby
103,1,21/10/2023,england,Colchester,Harrogate
104,1,16/09/2023,england,Colchester,Mansfield
105,1,19/08/2023,england,Colchester,Milton Keynes Dons
106,1,7/10/2023,england,Colchester,Morecambe
107,1,29/03/2024,england,Colchester,Newport County
108,1,30/09/2023,england,Colchester,Notts County
109,1,22/12/2023,england,Colchester,Salford
110,1,2/3/2024,england,Colchester,Stockport
111,1,11/11/2023,england,Colchester,Sutton
112,1,5/8/2023,england,Colchester,Swindon
113,1,9/9/2023,england,Colchester,Tranmere
114,1,16/03/2024,england,Colchester,Walsall
115,1,6/4/2024,england,Colchester,Wrexham
116,1,11/11/2023,england,Crawley Town,Accrington
117,1,23/12/2023,england,Crawley Town,AFC Wimbledon
118,1,2/3/2024,england,Crawley Town,Barrow
119,1,5/8/2023,england,Crawley Town,Bradford
120,1,13/04/2024,england,Crawley Town,Colchester
121,1,21/10/2023,england,Crawley Town,Crewe
122,1,29/03/2024,england,Crawley Town,Doncaster
123,1,17/02/2024,england,Crawley Town,Forest Green
124,1,19/08/2023,england,Crawley Town,Gillingham
125,1,27/04/2023,england,Crawley Town,Grimsby
126,1,25/11/2023,england,Crawley Town,Harrogate
127,1,16/12/2023,england,Crawley Town,Mansfield
128,1,15/08/2023,england,Crawley Town,Milton Keynes Dons
129,1,3/2/2024,england,Crawley Town,Morecambe
130,1,9/9/2023,england,Crawley Town,Newport County
131,1,12/3/2024,england,Crawley Town,Notts County
132,1,13/01/2024,england,Crawley Town,Salford
133,1,16/03/2024,england,Crawley Town,Stockport
134,1,30/09/2023,england,Crawley Town,Sutton
135,1,1/1/2024,england,Crawley Town,Swindon
136,1,16/09/2023,england,Crawley Town,Tranmere
137,1,13/02/2024,england,Crawley Town,Walsall
138,1,7/10/2023,england,Crawley Town,Wrexham
139,1,16/12/2023,england,Crewe,Accrington
140,1,23/03/2024,england,Crewe,AFC Wimbledon
141,1,22/12/2023,england,Crewe,Barrow
142,1,1/1/2024,england,Crewe,Bradford
143,1,23/09/2023,england,Crewe,Colchester
144,1,10/2/2024,england,Crewe,Crawley Town
145,1,25/11/2023,england,Crewe,Doncaster
146,1,1/4/2024,england,Crewe,Forest Green
147,1,3/10/2023,england,Crewe,Gillingham
148,1,13/04/2024,england,Crewe,Grimsby
149,1,17/02/2024,england,Crewe,Harrogate
150,1,5/8/2023,england,Crewe,Mansfield
151,1,2/9/2023,england,Crewe,Milton Keynes Dons
152,1,2/3/2024,england,Crewe,Morecambe
153,1,15/08/2023,england,Crewe,Newport County
154,1,11/11/2023,england,Crewe,Notts County
155,1,27/01/2024,england,Crewe,Salford
156,1,24/10/2023,england,Crewe,Stockport
157,1,12/3/2024,england,Crewe,Sutton
158,1,13/01/2024,england,Crewe,Swindon
159,1,14/10/2023,england,Crewe,Tranmere
160,1,19/08/2023,england,Crewe,Walsall
161,1,20/04/2024,england,Crewe,Wrexham
162,1,13/04/2024,england,Doncaster,Accrington
163,1,24/02/2024,england,Doncaster,AFC Wimbledon
164,1,20/04/2024,england,Doncaster,Barrow
165,1,23/12/2023,england,Doncaster,Bradford
166,1,28/11/2023,england,Doncaster,Colchester
167,1,3/10/2023,england,Doncaster,Crawley Town
168,1,9/3/2024,england,Doncaster,Crewe
169,1,23/03/2024,england,Doncaster,Forest Green
170,1,23/09/2023,england,Doncaster,Gillingham
171,1,28/10/2023,england,Doncaster,Grimsby
172,1,5/8/2023,england,Doncaster,Harrogate
173,1,15/08/2023,england,Doncaster,Mansfield
174,1,1/1/2024,england,Doncaster,Milton Keynes Dons
175,1,16/12/2023,england,Doncaster,Morecambe
176,1,13/01/2024,england,Doncaster,Newport County
177,1,19/08/2023,england,Doncaster,Notts County
178,1,24/10/2023,england,Doncaster,Salford
179,1,27/01/2024,england,Doncaster,Stockport
180,1,14/10/2023,england,Doncaster,Sutton
181,1,2/9/2023,england,Doncaster,Swindon
182,1,10/2/2024,england,Doncaster,Tranmere
183,1,18/11/2023,england,Doncaster,Walsall
184,1,2/4/2023,england,Doncaster,Wrexham
185,1,27/01/2024,england,Forest Green,Accrington
186,1,1/1/2024,england,Forest Green,AFC Wimbledon
187,1,24/10/2023,england,Forest Green,Barrow
188,1,28/11/2023,england,Forest Green,Bradford
189,1,14/10/2023,england,Forest Green,Colchester
190,1,28/10/2023,england,Forest Green,Crawley Town
191,1,9/9/2023,england,Forest Green,Crewe
192,1,16/09/2023,england,Forest Green,Doncaster
193,1,22/12/2023,england,Forest Green,Gillingham
194,1,18/11/2023,england,Forest Green,Grimsby
195,1,13/01/2024,england,Forest Green,Harrogate
196,1,10/2/2024,england,Forest Green,Mansfield
197,1,6/4/2024,england,Forest Green,Milton Keynes Dons
198,1,30/09/2023,england,Forest Green,Morecambe
199,1,19/08/2023,england,Forest Green,Newport County
200,1,27/04/2023,england,Forest Green,Notts County
201,1,5/8/2023,england,Forest Green,Salford
202,1,29/03/2024,england,Forest Green,Stockport
203,1,16/03/2024,england,Forest Green,Sutton
204,1,15/08/2023,england,Forest Green,Swindon
205,1,24/02/2024,england,Forest Green,Tranmere
206,1,9/3/2024,england,Forest Green,Walsall
207,1,9/12/2023,england,Forest Green,Wrexham
208,1,12/8/2023,england,Gillingham,Accrington
209,1,28/11/2023,england,Gillingham,AFC Wimbledon
210,1,13/04/2024,england,Gillingham,Barrow
211,1,16/12/2023,england,Gillingham,Bradford
212,1,26/08/2023,england,Gillingham,Colchester
213,1,26/12/2023,england,Gillingham,Crawley Town
214,1,29/03/2024,england,Gillingham,Crewe
215,1,27/04/2023,england,Gillingham,Doncaster
216,1,20/01/2024,england,Gillingham,Forest Green
217,1,16/03/2024,england,Gillingham,Grimsby
218,1,9/9/2023,england,Gillingham,Harrogate
219,1,30/09/2023,england,Gillingham,Mansfield
220,1,7/10/2023,england,Gillingham,Milton Keynes Dons
221,1,16/09/2023,england,Gillingham,Morecambe
222,1,28/10/2023,england,Gillingham,Newport County
223,1,21/10/2023,england,Gillingham,Notts County
224,1,18/11/2023,england,Gillingham,Salford
225,1,6/1/2024,england,Gillingham,Stockport
226,1,29/12/2023,england,Gillingham,Sutton
227,1,13/02/2024,england,Gillingham,Swindon
228,1,9/3/2024,england,Gillingham,Tranmere
229,1,3/2/2024,england,Gillingham,Walsall
230,1,24/02/2024,england,Gillingham,Wrexham
231,1,14/10/2023,england,Grimsby,Accrington
232,1,5/8/2023,england,Grimsby,AFC Wimbledon
233,1,3/10/2023,england,Grimsby,Barrow
234,1,1/4/2024,england,Grimsby,Bradford
235,1,24/10/2023,england,Grimsby,Colchester
236,1,23/09/2023,england,Grimsby,Crawley Town
237,1,9/12/2023,england,Grimsby,Crewe
238,1,17/02/2024,england,Grimsby,Doncaster
239,1,2/3/2024,england,Grimsby,Forest Green
240,1,2/9/2023,england,Grimsby,Gillingham
241,1,23/12/2023,england,Grimsby,Harrogate
242,1,19/08/2023,england,Grimsby,Mansfield
243,1,12/3/2024,england,Grimsby,Milton Keynes Dons
244,1,11/11/2023,england,Grimsby,Morecambe
245,1,6/4/2024,england,Grimsby,Newport County
246,1,13/01/2024,england,Grimsby,Notts County
247,1,15/08/2023,england,Grimsby,Salford
248,1,10/2/2024,england,Grimsby,Stockport
249,1,25/11/2023,england,Grimsby,Sutton
250,1,20/04/2024,england,Grimsby,Swindon
251,1,27/01/2024,england,Grimsby,Tranmere
252,1,1/1/2024,england,Grimsby,Walsall
253,1,23/03/2024,england,Grimsby,Wrexham
254,1,26/12/2023,england,Harrogate,Accrington
255,1,3/10/2023,england,Harrogate,AFC Wimbledon
256,1,2/9/2023,england,Harrogate,Barrow
257,1,23/03/2024,england,Harrogate,Bradford
258,1,10/2/2024,england,Harrogate,Colchester
259,1,9/3/2024,england,Harrogate,Crawley Town
260,1,28/10/2023,england,Harrogate,Crewe
261,1,6/1/2024,england,Harrogate,Doncaster
262,1,12/8/2023,england,Harrogate,Forest Green
263,1,1/4/2024,england,Harrogate,Gillingham
264,1,20/01/2024,england,Harrogate,Grimsby
265,1,24/10/2023,england,Harrogate,Mansfield
266,1,20/04/2024,england,Harrogate,Milton Keynes Dons
267,1,26/08/2023,england,Harrogate,Morecambe
268,1,26/01/2024,england,Harrogate,Newport County
269,1,16/12/2023,england,Harrogate,Notts County
270,1,23/09/2023,england,Harrogate,Salford
271,1,14/10/2023,england,Harrogate,Stockport
272,1,13/04/2024,england,Harrogate,Sutton
273,1,18/11/2023,england,Harrogate,Swindon
274,1,29/12/2023,england,Harrogate,Tranmere
275,1,24/02/2024,england,Harrogate,Walsall
276,1,28/11/2023,england,Harrogate,Wrexham
277,1,1/4/2024,england,Mansfield,Accrington
278,1,7/10/2023,england,Mansfield,AFC Wimbledon
279,1,23/09/2023,england,Mansfield,Barrow
280,1,2/9/2023,england,Mansfield,Bradford
281,1,23/03/2024,england,Mansfield,Colchester
282,1,6/4/2024,england,Mansfield,Crawley Town
283,1,6/1/2024,england,Mansfield,Crewe
284,1,29/12/2023,england,Mansfield,Doncaster
285,1,21/10/2023,england,Mansfield,Forest Green
286,1,20/04/2024,england,Mansfield,Gillingham
287,1,26/12/2023,england,Mansfield,Grimsby
288,1,13/02/2024,england,Mansfield,Harrogate
289,1,9/12/2023,england,Mansfield,Milton Keynes Dons
290,1,12/8/2023,england,Mansfield,Morecambe
291,1,18/11/2023,england,Mansfield,Newport County
292,1,3/2/2024,england,Mansfield,Notts County
293,1,24/02/2024,england,Mansfield,Salford
294,1,26/08/2023,england,Mansfield,Stockport
295,1,20/01/2024,england,Mansfield,Sutton
296,1,9/3/2024,england,Mansfield,Swindon
297,1,28/11/2023,england,Mansfield,Tranmere
298,1,28/10/2023,england,Mansfield,Walsall
299,1,3/10/2023,england,Mansfield,Wrexham
300,1,10/2/2024,england,Milton Keynes Dons,Accrington
301,1,18/11/2023,england,Milton Keynes Dons,AFC Wimbledon
302,1,14/10/2023,england,Milton Keynes Dons,Barrow
303,1,24/10/2023,england,Milton Keynes Dons,Bradford
304,1,26/12/2023,england,Milton Keynes Dons,Colchester
305,1,29/12/2023,england,Milton Keynes Dons,Crawley Town
306,1,16/03/2024,england,Milton Keynes Dons,Crewe
307,1,26/08/2023,england,Milton Keynes Dons,Doncaster
308,1,16/12/2023,england,Milton Keynes Dons,Forest Green
309,1,27/01/2024,england,Milton Keynes Dons,Gillingham
310,1,28/11/2023,england,Milton Keynes Dons,Grimsby
311,1,30/09/2023,england,Milton Keynes Dons,Harrogate
312,1,13/04/2024,england,Milton Keynes Dons,Mansfield
313,1,20/01/2024,england,Milton Keynes Dons,Morecambe
314,1,24/02/2024,england,Milton Keynes Dons,Newport County
315,1,9/9/2023,england,Milton Keynes Dons,Notts County
316,1,9/3/2024,england,Milton Keynes Dons,Salford
317,1,16/09/2023,england,Milton Keynes Dons,Stockport
318,1,27/04/2023,england,Milton Keynes Dons,Sutton
319,1,28/10/2023,england,Milton Keynes Dons,Swindon
320,1,12/8/2023,england,Milton Keynes Dons,Tranmere
321,1,29/03/2024,england,Milton Keynes Dons,Walsall
322,1,6/1/2024,england,Milton Keynes Dons,Wrexham
323,1,3/10/2023,england,Morecambe,Accrington
324,1,28/10/2023,england,Morecambe,AFC Wimbledon
325,1,1/4/2024,england,Morecambe,Barrow
326,1,19/08/2023,england,Morecambe,Bradford
327,1,27/01/2024,england,Morecambe,Colchester
328,1,14/10/2023,england,Morecambe,Crawley Town
329,1,18/11/2023,england,Morecambe,Crewe
330,1,6/4/2024,england,Morecambe,Doncaster
331,1,20/04/2024,england,Morecambe,Forest Green
332,1,23/03/2024,england,Morecambe,Gillingham
333,1,24/02/2024,england,Morecambe,Grimsby
334,1,1/1/2024,england,Morecambe,Harrogate
335,1,13/01/2024,england,Morecambe,Mansfield
336,1,23/12/2023,england,Morecambe,Milton Keynes Dons
337,1,28/11/2023,england,Morecambe,Newport County
338,1,15/08/2023,england,Morecambe,Notts County
339,1,2/9/2023,england,Morecambe,Salford
340,1,9/12/2023,england,Morecambe,Stockport
341,1,10/2/2024,england,Morecambe,Sutton
342,1,23/09/2023,england,Morecambe,Swindon
343,1,24/10/2023,england,Morecambe,Tranmere
344,1,5/8/2023,england,Morecambe,Walsall
345,1,9/3/2024,england,Morecambe,Wrexham
346,1,6/1/2024,england,Newport County,Accrington
347,1,2/9/2023,england,Newport County,AFC Wimbledon
348,1,16/09/2023,england,Newport County,Barrow
349,1,23/09/2023,england,Newport County,Bradford
350,1,3/10/2023,england,Newport County,Colchester
351,1,1/4/2024,england,Newport County,Crawley Town
352,1,29/12/2023,england,Newport County,Crewe
353,1,12/8/2023,england,Newport County,Doncaster
354,1,26/12/2023,england,Newport County,Forest Green
355,1,17/02/2024,england,Newport County,Gillingham
356,1,16/12/2023,england,Newport County,Grimsby
357,1,7/10/2023,england,Newport County,Harrogate
358,1,2/3/2024,england,Newport County,Mansfield
359,1,11/11/2023,england,Newport County,Milton Keynes Dons
360,1,12/3/2024,england,Newport County,Morecambe
361,1,13/02/2024,england,Newport County,Notts County
362,1,20/04/2024,england,Newport County,Salford
363,1,25/11/2023,england,Newport County,Stockport
364,1,26/08/2023,england,Newport County,Sutton
365,1,3/2/2024,england,Newport County,Swindon
366,1,13/04/2024,england,Newport County,Tranmere
367,1,20/10/2023,england,Newport County,Walsall
368,1,20/01/2024,england,Newport County,Wrexham
369,1,2/9/2023,england,Notts County,Accrington
370,1,9/3/2024,england,Notts County,AFC Wimbledon
371,1,27/01/2024,england,Notts County,Barrow
372,1,18/11/2023,england,Notts County,Bradford
373,1,20/04/2024,england,Notts County,Colchester
374,1,28/11/2023,england,Notts County,Crawley Town
375,1,24/02/2024,england,Notts County,Crewe
376,1,26/12/2023,england,Notts County,Doncaster
377,1,23/09/2023,england,Notts County,Forest Green
378,1,9/2/2024,england,Notts County,Gillingham
379,1,12/8/2023,england,Notts County,Grimsby
380,1,6/4/2024,england,Notts County,Harrogate
381,1,14/10/2023,england,Notts County,Mansfield
382,1,1/4/2024,england,Notts County,Milton Keynes Dons
383,1,29/12/2023,england,Notts County,Morecambe
384,1,24/10/2023,england,Notts County,Newport County
385,1,23/03/2024,england,Notts County,Salford
386,1,20/01/2024,england,Notts County,Stockport
387,1,6/1/2024,england,Notts County,Sutton
388,1,3/10/2023,england,Notts County,Swindon
389,1,26/08/2023,england,Notts County,Tranmere
390,1,9/12/2023,england,Notts County,Walsall
391,1,28/10/2023,england,Notts County,Wrexham
392,1,26/08/2023,england,Salford,Accrington
393,1,16/12/2023,england,Salford,AFC Wimbledon
394,1,17/02/2024,england,Salford,Barrow
395,1,13/04/2024,england,Salford,Bradford
396,1,19/01/2024,england,Salford,Colchester
397,1,12/8/2023,england,Salford,Crawley Town
398,1,7/10/2023,england,Salford,Crewe
399,1,13/02/2024,england,Salford,Doncaster
400,1,6/1/2024,england,Salford,Forest Green
401,1,2/3/2024,england,Salford,Gillingham
402,1,29/12/2023,england,Salford,Grimsby
403,1,27/04/2023,england,Salford,Harrogate
404,1,11/11/2023,england,Salford,Mansfield
405,1,25/11/2023,england,Salford,Milton Keynes Dons
406,1,16/03/2024,england,Salford,Morecambe
407,1,30/09/2023,england,Salford,Newport County
408,1,15/08/2023,england,Salford,Notts County
409,1,12/3/2024,england,Salford,Stockport
410,1,29/03/2024,england,Salford,Sutton
411,1,21/10/2023,england,Salford,Swindon
412,1,26/12/2023,england,Salford,Tranmere
413,1,9/9/2023,england,Salford,Walsall
414,1,3/2/2024,england,Salford,Wrexham
415,1,20/04/2024,england,Stockport,Accrington
416,1,1/4/2024,england,Stockport,AFC Wimbledon
417,1,19/08/2023,england,Stockport,Barrow
418,1,15/08/2023,england,Stockport,Bradford
419,1,18/11/2023,england,Stockport,Colchester
420,1,2/9/2023,england,Stockport,Crawley Town
421,1,13/02/2024,england,Stockport,Crewe
422,1,7/10/2023,england,Stockport,Doncaster
423,1,3/10/2023,england,Stockport,Forest Green
424,1,5/8/2023,england,Stockport,Gillingham
425,1,21/10/2023,england,Stockport,Grimsby
426,1,3/2/2024,england,Stockport,Harrogate
427,1,1/1/2024,england,Stockport,Mansfield
428,1,23/03/2024,england,Stockport,Milton Keynes Dons
429,1,13/04/2024,england,Stockport,Morecambe
430,1,9/3/2024,england,Stockport,Newport County
431,1,22/12/2023,england,Stockport,Notts County
432,1,28/11/2023,england,Stockport,Salford
433,1,16/12/2023,england,Stockport,Sutton
434,1,24/02/2024,england,Stockport,Swindon
435,1,28/10/2023,england,Stockport,Tranmere
436,1,13/01/2024,england,Stockport,Walsall
437,1,23/09/2023,england,Stockport,Wrexham
438,1,23/03/2024,england,Sutton,Accrington
439,1,19/08/2023,england,Sutton,AFC Wimbledon
440,1,13/01/2024,england,Sutton,Barrow
441,1,28/10/2023,england,Sutton,Bradford
442,1,24/02/2024,england,Sutton,Colchester
443,1,20/04/2024,england,Sutton,Crawley Town
444,1,28/11/2023,england,Sutton,Crewe
445,1,3/2/2024,england,Sutton,Doncaster
446,1,2/9/2023,england,Sutton,Forest Green
447,1,15/08/2023,england,Sutton,Gillingham
448,1,9/3/2024,england,Sutton,Grimsby
449,1,9/12/2023,england,Sutton,Harrogate
450,1,23/12/2023,england,Sutton,Mansfield
451,1,23/09/2023,england,Sutton,Milton Keynes Dons
452,1,21/10/2023,england,Sutton,Morecambe
453,1,1/1/2024,england,Sutton,Newport County
454,1,5/8/2023,england,Sutton,Notts County
455,1,3/10/2023,england,Sutton,Salford
456,1,6/4/2024,england,Sutton,Stockport
457,1,1/4/2024,england,Sutton,Swindon
458,1,18/11/2023,england,Sutton,Tranmere
459,1,7/10/2023,england,Sutton,Walsall
460,1,13/02/2024,england,Sutton,Wrexham
461,1,12/3/2024,england,Swindon,Accrington
462,1,13/04/2024,england,Swindon,AFC Wimbledon
463,1,16/12/2023,england,Swindon,Barrow
464,1,27/01/2024,england,Swindon,Bradford
465,1,6/1/2024,england,Swindon,Colchester
466,1,26/08/2023,england,Swindon,Crawley Town
467,1,12/8/2023,england,Swindon,Crewe
468,1,16/03/2024,england,Swindon,Doncaster
469,1,29/12/2023,england,Swindon,Forest Green
470,1,24/10/2023,england,Swindon,Gillingham
471,1,30/09/2023,england,Swindon,Grimsby
472,1,2/3/2024,england,Swindon,Harrogate
473,1,25/11/2023,england,Swindon,Mansfield
474,1,17/02/2024,england,Swindon,Milton Keynes Dons
475,1,27/04/2023,england,Swindon,Morecambe
476,1,14/10/2023,england,Swindon,Newport County
477,1,29/03/2024,england,Swindon,Notts County
478,1,10/2/2024,england,Swindon,Salford
479,1,11/11/2023,england,Swindon,Stockport
480,1,9/9/2023,england,Swindon,Sutton
481,1,20/01/2024,england,Swindon,Tranmere
482,1,16/09/2023,england,Swindon,Walsall
483,1,26/12/2023,england,Swindon,Wrexham
484,1,23/09/2023,england,Tranmere,Accrington
485,1,20/04/2024,england,Tranmere,AFC Wimbledon
486,1,5/8/2023,england,Tranmere,Barrow
487,1,3/10/2023,england,Tranmere,Bradford
488,1,1/4/2024,england,Tranmere,Colchester
489,1,23/03/2024,england,Tranmere,Crawley Town
490,1,3/2/2024,england,Tranmere,Crewe
491,1,20/10/2023,england,Tranmere,Doncaster
492,1,11/11/2023,england,Tranmere,Forest Green
493,1,25/11/2023,england,Tranmere,Gillingham
494,1,7/10/2023,england,Tranmere,Grimsby
495,1,15/08/2023,england,Tranmere,Harrogate
496,1,12/3/2024,england,Tranmere,Mansfield
497,1,13/01/2024,england,Tranmere,Milton Keynes Dons
498,1,13/02/2024,england,Tranmere,Morecambe
499,1,9/12/2023,england,Tranmere,Newport County
500,1,1/1/2024,england,Tranmere,Notts County
501,1,19/08/2023,england,Tranmere,Salford
502,1,17/02/2024,england,Tranmere,Stockport
503,1,2/3/2024,england,Tranmere,Sutton
504,1,23/12/2023,england,Tranmere,Swindon
505,1,6/4/2024,england,Tranmere,Walsall
506,1,2/9/2023,england,Tranmere,Wrexham
507,1,20/01/2024,england,Walsall,Accrington
508,1,23/09/2023,england,Walsall,AFC Wimbledon
509,1,12/3/2024,england,Walsall,Barrow
510,1,20/04/2024,england,Walsall,Bradford
511,1,2/9/2023,england,Walsall,Colchester
512,1,24/10/2023,england,Walsall,Crawley Town
513,1,26/12/2023,england,Walsall,Crewe
514,1,2/3/2024,england,Walsall,Doncaster
515,1,25/11/2023,england,Walsall,Forest Green
516,1,14/10/2023,england,Walsall,Gillingham
517,1,26/08/2023,england,Walsall,Grimsby
518,1,11/11/2023,england,Walsall,Harrogate
519,1,17/02/2024,england,Walsall,Mansfield
520,1,3/10/2023,england,Walsall,Milton Keynes Dons
521,1,6/1/2024,england,Walsall,Morecambe
522,1,10/2/2024,england,Walsall,Newport County
523,1,13/04/2024,england,Walsall,Notts County
524,1,1/4/2024,england,Walsall,Salford
525,1,12/8/2023,england,Walsall,Stockport
526,1,27/01/2024,england,Walsall,Sutton
527,1,23/03/2024,england,Walsall,Swindon
528,1,16/12/2023,england,Walsall,Tranmere
529,1,29/12/2023,england,Walsall,Wrexham
530,1,2/3/2024,england,Wrexham,Accrington
531,1,13/01/2024,england,Wrexham,AFC Wimbledon
532,1,1/1/2024,england,Wrexham,Barrow
533,1,10/2/2024,england,Wrexham,Bradford
534,1,16/12/2023,england,Wrexham,Colchester
535,1,27/01/2024,england,Wrexham,Crawley Town
536,1,30/09/2023,england,Wrexham,Crewe
537,1,9/9/2023,england,Wrexham,Doncaster
538,1,13/04/2024,england,Wrexham,Forest Green
539,1,11/11/2023,england,Wrexham,Gillingham
540,1,16/09/2023,england,Wrexham,Grimsby
541,1,12/3/2024,england,Wrexham,Harrogate
542,1,29/03/2024,england,Wrexham,Mansfield
543,1,5/8/2023,england,Wrexham,Milton Keynes Dons
544,1,25/11/2023,england,Wrexham,Morecambe
545,1,23/12/2023,england,Wrexham,Newport County
546,1,17/02/2024,england,Wrexham,Notts County
547,1,14/10/2023,england,Wrexham,Salford
548,1,27/04/2023,england,Wrexham,Stockport
549,1,24/10/2023,england,Wrexham,Sutton
550,1,19/08/2023,england,Wrexham,Swindon
551,1,16/03/2024,england,Wrexham,Tranmere
552,1,15/08/2023,england,Wrexham,Walsall
