MatchNumber,RoundNumber,Location,Date,Home_Team,Away_Team
500,1,stadium,4/9/2022,Cheltenham,Portsmouth
501,1,stadium,4/9/2022,Bolton,Sheffield Weds
502,1,stadium,4/9/2022,Oxford,Sunderland
503,1,stadium,4/9/2022,Lincoln,Wigan
504,1,stadium,4/9/2022,Gillingham,Wycombe
505,1,stadium,4/15/2022,Crewe,AFC Wimbledon
506,1,stadium,4/15/2022,Doncaster,Bolton
507,1,stadium,4/15/2022,Accrington,Burton
508,1,stadium,4/15/2022,Wigan,Cambridge
509,1,stadium,4/15/2022,Cheltenham,Gillingham
510,1,stadium,4/15/2022,Rotherham,Ipswich
511,1,stadium,4/15/2022,Portsmouth,Lincoln
512,1,stadium,4/15/2022,Charlton,Morecambe
513,1,stadium,4/15/2022,Fleetwood Town,Oxford
514,1,stadium,4/15/2022,Wycombe,Plymouth
515,1,stadium,4/15/2022,Milton Keynes Dons,Sheffield Weds
516,1,stadium,4/15/2022,Sunderland,Shrewsbury
517,1,stadium,4/18/2022,Bolton,Accrington
518,1,stadium,4/18/2022,Cambridge,Charlton
519,1,stadium,4/18/2022,Lincoln,Cheltenham
520,1,stadium,4/18/2022,Sheffield Weds,Crewe
521,1,stadium,4/18/2022,Shrewsbury,Doncaster
522,1,stadium,4/18/2022,Gillingham,Fleetwood Town
523,1,stadium,4/18/2022,Oxford,Milton Keynes Dons
524,1,stadium,4/18/2022,Morecambe,Portsmouth
525,1,stadium,4/18/2022,Burton,Rotherham
526,1,stadium,4/18/2022,Plymouth,Sunderland
527,1,stadium,4/18/2022,Ipswich,Wigan
528,1,stadium,4/18/2022,AFC Wimbledon,Wycombe
529,1,stadium,4/23/2022,Fleetwood Town,AFC Wimbledon
530,1,stadium,4/23/2022,Cheltenham,Bolton
531,1,stadium,4/23/2022,Doncaster,Burton
532,1,stadium,4/23/2022,Sunderland,Cambridge
533,1,stadium,4/23/2022,Portsmouth,Gillingham
534,1,stadium,4/23/2022,Crewe,Ipswich
535,1,stadium,4/23/2022,Accrington,Lincoln
536,1,stadium,4/23/2022,Milton Keynes Dons,Morecambe
537,1,stadium,4/23/2022,Rotherham,Oxford
538,1,stadium,4/23/2022,Wigan,Plymouth
539,1,stadium,4/23/2022,Wycombe,Sheffield Weds
540,1,stadium,4/23/2022,Charlton,Shrewsbury
541,1,stadium,4/30/2022,AFC Wimbledon,Accrington
542,1,stadium,4/30/2022,Ipswich,Charlton
543,1,stadium,4/30/2022,Cambridge,Cheltenham
544,1,stadium,4/30/2022,Lincoln,Crewe
545,1,stadium,4/30/2022,Oxford,Doncaster
546,1,stadium,4/30/2022,Bolton,Fleetwood Town
547,1,stadium,4/30/2022,Plymouth,Milton Keynes Dons
548,1,stadium,4/30/2022,Sheffield Weds,Portsmouth
549,1,stadium,4/30/2022,Gillingham,Rotherham
550,1,stadium,4/30/2022,Morecambe,Sunderland
551,1,stadium,4/30/2022,Shrewsbury,Wigan
552,1,stadium,4/30/2022,Burton,Wycombe
