"","MatchNumber","RoundNumber","Location","Date","Home_Team","Away_Team"
"97"," 97","1","stadium","9/25/2021","Quevilly Rouen","Guingamp"
"98"," 98","1","stadium","9/25/2021","Nimes","Le Havre"
"99"," 99","1","stadium","9/25/2021","Niort","Paris FC"
"100","100","1","stadium","9/25/2021","Dijon","Valenciennes"
"101","101","1","stadium","10/2/2021","Dunkerque","Bastia"
"102","102","1","stadium","10/2/2021","Le Havre","Dijon"
"103","103","1","stadium","10/2/2021","Auxerre","Nimes"
"104","104","1","stadium","10/2/2021","Paris FC","Nancy"
"105","105","1","stadium","10/2/2021","Sochaux","Niort"
"106","106","1","stadium","10/2/2021","Grenoble","Pau FC"
"107","107","1","stadium","10/2/2021","Ajaccio","Quevilly Rouen"
"108","108","1","stadium","10/2/2021","Guingamp","Rodez"
"109","109","1","stadium","10/2/2021","Amiens","Toulouse"
"110","110","1","stadium","10/2/2021","Caen","Valenciennes"
"111","111","1","stadium","10/16/2021","Nimes","Ajaccio"
"112","112","1","stadium","10/16/2021","Dijon","Amiens"
"113","113","1","stadium","10/16/2021","Toulouse","Auxerre"
"114","114","1","stadium","10/16/2021","Valenciennes","Dunkerque"
"115","115","1","stadium","10/16/2021","Bastia","Grenoble"
"116","116","1","stadium","10/16/2021","Nancy","Guingamp"
"117","117","1","stadium","10/16/2021","Caen","Le Havre"
"118","118","1","stadium","10/16/2021","Quevilly Rouen","Niort"
"119","119","1","stadium","10/16/2021","Pau FC","Paris FC"
"120","120","1","stadium","10/16/2021","Rodez","Sochaux"
"121","121","1","stadium","10/23/2021","Auxerre","Bastia"
"122","122","1","stadium","10/23/2021","Dunkerque","Caen"
"123","123","1","stadium","10/23/2021","Grenoble","Dijon"
"124","124","1","stadium","10/23/2021","Guingamp","Nimes"
"125","125","1","stadium","10/23/2021","Ajaccio","Nancy"
"126","126","1","stadium","10/23/2021","Le Havre","Pau FC"
"127","127","1","stadium","10/23/2021","Sochaux","Quevilly Rouen"
"128","128","1","stadium","10/23/2021","Niort","Rodez"
"129","129","1","stadium","10/23/2021","Paris FC","Toulouse"
"130","130","1","stadium","10/23/2021","Amiens","Valenciennes"
"131","131","1","stadium","10/30/2021","Pau FC","Ajaccio"
"132","132","1","stadium","10/30/2021","Bastia","Amiens"
"133","133","1","stadium","10/30/2021","Valenciennes","Auxerre"
"134","134","1","stadium","10/30/2021","Caen","Grenoble"
"135","135","1","stadium","10/30/2021","Toulouse","Guingamp"
"136","136","1","stadium","10/30/2021","Dunkerque","Le Havre"
"137","137","1","stadium","10/30/2021","Nimes","Niort"
"138","138","1","stadium","10/30/2021","Dijon","Paris FC"
"139","139","1","stadium","10/30/2021","Rodez","Quevilly Rouen"
"140","140","1","stadium","10/30/2021","Nancy","Sochaux"
"141","141","1","stadium","11/6/2021","Guingamp","Bastia"
"142","142","1","stadium","11/6/2021","Amiens","Caen"
"143","143","1","stadium","11/6/2021","Ajaccio","Dijon"
"144","144","1","stadium","11/6/2021","Grenoble","Dunkerque"
"145","145","1","stadium","11/6/2021","Sochaux","Nimes"
"146","146","1","stadium","11/6/2021","Niort","Nancy"
"147","147","1","stadium","11/6/2021","Auxerre","Pau FC"
"148","148","1","stadium","11/6/2021","Paris FC","Rodez"
"149","149","1","stadium","11/6/2021","Quevilly Rouen","Toulouse"
"150","150","1","stadium","11/6/2021","Le Havre","Valenciennes"
"151","151","1","stadium","11/20/2021","Dunkerque","Ajaccio"
"152","152","1","stadium","11/20/2021","Le Havre","Amiens"
"153","153","1","stadium","11/20/2021","Dijon","Auxerre"
"154","154","1","stadium","11/20/2021","Valenciennes","Grenoble"
"155","155","1","stadium","11/20/2021","Pau FC","Guingamp"
"156","156","1","stadium","11/20/2021","Bastia","Niort"
"157","157","1","stadium","11/20/2021","Caen","Paris FC"
"158","158","1","stadium","11/20/2021","Nimes","Quevilly Rouen"
"159","159","1","stadium","11/20/2021","Nancy","Rodez"
"160","160","1","stadium","11/20/2021","Toulouse","Sochaux"
"161","161","1","stadium","12/4/2021","Paris FC","Bastia"
"162","162","1","stadium","12/4/2021","Auxerre","Caen"
"163","163","1","stadium","12/4/2021","Guingamp","Dijon"
"164","164","1","stadium","12/4/2021","Amiens","Dunkerque"
"165","165","1","stadium","12/4/2021","Grenoble","Le Havre"
"166","166","1","stadium","12/4/2021","Rodez","Nimes"
"167","167","1","stadium","12/4/2021","Quevilly Rouen","Nancy"
"168","168","1","stadium","12/4/2021","Sochaux","Pau FC"
"169","169","1","stadium","12/4/2021","Niort","Toulouse"
"170","170","1","stadium","12/4/2021","Ajaccio","Valenciennes"
"171","171","1","stadium","12/11/2021","Le Havre","Ajaccio"
"172","172","1","stadium","12/11/2021","Dunkerque","Auxerre"
"173","173","1","stadium","12/11/2021","Amiens","Grenoble"
"174","174","1","stadium","12/11/2021","Caen","Guingamp"
"175","175","1","stadium","12/11/2021","Nimes","Nancy"
"176","176","1","stadium","12/11/2021","Dijon","Niort"
"177","177","1","stadium","12/11/2021","Valenciennes","Paris FC"
"178","178","1","stadium","12/11/2021","Pau FC","Quevilly Rouen"
"179","179","1","stadium","12/11/2021","Toulouse","Rodez"
"180","180","1","stadium","12/11/2021","Bastia","Sochaux"
"181","181","1","stadium","12/21/2021","Paris FC","Amiens"
"182","182","1","stadium","12/21/2021","Rodez","Bastia"
"183","183","1","stadium","12/21/2021","Quevilly Rouen","Caen"
"184","184","1","stadium","12/21/2021","Nancy","Dijon"
"185","185","1","stadium","12/21/2021","Guingamp","Dunkerque"
"186","186","1","stadium","12/21/2021","Ajaccio","Grenoble"
"187","187","1","stadium","12/21/2021","Auxerre","Le Havre"
"188","188","1","stadium","12/21/2021","Niort","Pau FC"
"189","189","1","stadium","12/21/2021","Nimes","Toulouse"
"190","190","1","stadium","12/21/2021","Sochaux","Valenciennes"
"191","191","1","stadium","1/8/2022","Amiens","Ajaccio"
"192","192","1","stadium","1/8/2022","Grenoble","Auxerre"
"193","193","1","stadium","1/8/2022","Valenciennes","Guingamp"
"194","194","1","stadium","1/8/2022","Dijon","Nimes"
"195","195","1","stadium","1/8/2022","Toulouse","Nancy"
"196","196","1","stadium","1/8/2022","Caen","Niort"
"197","197","1","stadium","1/8/2022","Dunkerque","Paris FC"
"198","198","1","stadium","1/8/2022","Bastia","Quevilly Rouen"
"199","199","1","stadium","1/8/2022","Pau FC","Rodez"
"200","200","1","stadium","1/8/2022","Le Havre","Sochaux"
"201","201","1","stadium","1/15/2022","Quevilly Rouen","Amiens"
"202","202","1","stadium","1/15/2022","Ajaccio","Auxerre"
"203","203","1","stadium","1/15/2022","Nancy","Bastia"
"204","204","1","stadium","1/15/2022","Sochaux","Caen"
"205","205","1","stadium","1/15/2022","Rodez","Dijon"
"206","206","1","stadium","1/15/2022","Niort","Dunkerque"
"207","207","1","stadium","1/15/2022","Guingamp","Grenoble"
"208","208","1","stadium","1/15/2022","Paris FC","Le Havre"
"209","209","1","stadium","1/15/2022","Toulouse","Pau FC"
"210","210","1","stadium","1/15/2022","Nimes","Valenciennes"
"211","211","1","stadium","1/22/2022","Caen","Ajaccio"
"212","212","1","stadium","1/22/2022","Amiens","Guingamp"
"213","213","1","stadium","1/22/2022","Pau FC","Nimes"
"214","214","1","stadium","1/22/2022","Valenciennes","Nancy"
"215","215","1","stadium","1/22/2022","Grenoble","Niort"
"216","216","1","stadium","1/22/2022","Auxerre","Paris FC"
"217","217","1","stadium","1/22/2022","Dijon","Quevilly Rouen"
"218","218","1","stadium","1/22/2022","Le Havre","Rodez"
"219","219","1","stadium","1/22/2022","Dunkerque","Sochaux"
"220","220","1","stadium","1/22/2022","Bastia","Toulouse"
"221","221","1","stadium","2/5/2022","Paris FC","Ajaccio"
"222","222","1","stadium","2/5/2022","Sochaux","Amiens"
"223","223","1","stadium","2/5/2022","Guingamp","Auxerre"
"224","224","1","stadium","2/5/2022","Nancy","Caen"
"225","225","1","stadium","2/5/2022","Toulouse","Dijon"
"226","226","1","stadium","2/5/2022","Nimes","Dunkerque"
"227","227","1","stadium","2/5/2022","Quevilly Rouen","Grenoble"
"228","228","1","stadium","2/5/2022","Niort","Le Havre"
"229","229","1","stadium","2/5/2022","Bastia","Pau FC"
"230","230","1","stadium","2/5/2022","Rodez","Valenciennes"
"231","231","1","stadium","2/12/2022","Le Havre","Bastia"
"232","232","1","stadium","2/12/2022","Ajaccio","Guingamp"
"233","233","1","stadium","2/12/2022","Caen","Nimes"
"234","234","1","stadium","2/12/2022","Auxerre","Nancy"
"235","235","1","stadium","2/12/2022","Amiens","Niort"
"236","236","1","stadium","2/12/2022","Dijon","Pau FC"
"237","237","1","stadium","2/12/2022","Paris FC","Quevilly Rouen"
"238","238","1","stadium","2/12/2022","Dunkerque","Rodez"
"239","239","1","stadium","2/12/2022","Grenoble","Sochaux"
"240","240","1","stadium","2/12/2022","Valenciennes","Toulouse"
"241","241","1","stadium","2/19/2022","Sochaux","Ajaccio"
"242","242","1","stadium","2/19/2022","Rodez","Amiens"
"243","243","1","stadium","2/19/2022","Niort","Auxerre"
"244","244","1","stadium","2/19/2022","Pau FC","Caen"
"245","245","1","stadium","2/19/2022","Bastia","Dijon"
"246","246","1","stadium","2/19/2022","Nancy","Dunkerque"
"247","247","1","stadium","2/19/2022","Nimes","Grenoble"
"248","248","1","stadium","2/19/2022","Toulouse","Le Havre"
"249","249","1","stadium","2/19/2022","Guingamp","Paris FC"
"250","250","1","stadium","2/19/2022","Quevilly Rouen","Valenciennes"
"251","251","1","stadium","2/26/2022","Caen","Bastia"
"252","252","1","stadium","2/26/2022","Dunkerque","Dijon"
"253","253","1","stadium","2/26/2022","Amiens","Nimes"
"254","254","1","stadium","2/26/2022","Le Havre","Nancy"
"255","255","1","stadium","2/26/2022","Guingamp","Niort"
"256","256","1","stadium","2/26/2022","Valenciennes","Pau FC"
"257","257","1","stadium","2/26/2022","Auxerre","Quevilly Rouen"
"258","258","1","stadium","2/26/2022","Ajaccio","Rodez"
"259","259","1","stadium","2/26/2022","Paris FC","Sochaux"
"260","260","1","stadium","2/26/2022","Grenoble","Toulouse"
"261","261","1","stadium","3/5/2022","Niort","Ajaccio"
"262","262","1","stadium","3/5/2022","Pau FC","Amiens"
"263","263","1","stadium","3/5/2022","Rodez","Auxerre"
"264","264","1","stadium","3/5/2022","Dijon","Caen"
"265","265","1","stadium","3/5/2022","Toulouse","Dunkerque"
"266","266","1","stadium","3/5/2022","Nancy","Grenoble"
"267","267","1","stadium","3/5/2022","Sochaux","Guingamp"
"268","268","1","stadium","3/5/2022","Quevilly Rouen","Le Havre"
"269","269","1","stadium","3/5/2022","Nimes","Paris FC"
"270","270","1","stadium","3/5/2022","Bastia","Valenciennes"
"271","271","1","stadium","3/12/2022","Ajaccio","Bastia"
"272","272","1","stadium","3/12/2022","Valenciennes","Dijon"
"273","273","1","stadium","3/12/2022","Le Havre","Nimes"
"274","274","1","stadium","3/12/2022","Amiens","Nancy"
"275","275","1","stadium","3/12/2022","Paris FC","Niort"
"276","276","1","stadium","3/12/2022","Dunkerque","Pau FC"
"277","277","1","stadium","3/12/2022","Guingamp","Quevilly Rouen"
"278","278","1","stadium","3/12/2022","Grenoble","Rodez"
"279","279","1","stadium","3/12/2022","Auxerre","Sochaux"
"280","280","1","stadium","3/12/2022","Caen","Toulouse"
"281","281","1","stadium","3/15/2022","Quevilly Rouen","Ajaccio"
"282","282","1","stadium","3/15/2022","Toulouse","Amiens"
"283","283","1","stadium","3/15/2022","Nimes","Auxerre"
"284","284","1","stadium","3/15/2022","Valenciennes","Caen"
"285","285","1","stadium","3/15/2022","Bastia","Dunkerque"
"286","286","1","stadium","3/15/2022","Pau FC","Grenoble"
"287","287","1","stadium","3/15/2022","Rodez","Guingamp"
"288","288","1","stadium","3/15/2022","Dijon","Le Havre"
"289","289","1","stadium","3/15/2022","Nancy","Paris FC"
"290","290","1","stadium","3/15/2022","Niort","Sochaux"
"291","291","1","stadium","3/19/2022","Grenoble","Bastia"
"292","292","1","stadium","3/19/2022","Le Havre","Caen"
"293","293","1","stadium","3/19/2022","Amiens","Dijon"
"294","294","1","stadium","3/19/2022","Ajaccio","Nimes"
"295","295","1","stadium","3/19/2022","Guingamp","Nancy"
"296","296","1","stadium","3/19/2022","Paris FC","Pau FC"
"297","297","1","stadium","3/19/2022","Niort","Quevilly Rouen"
"298","298","1","stadium","3/19/2022","Sochaux","Rodez"
"299","299","1","stadium","3/19/2022","Auxerre","Toulouse"
"300","300","1","stadium","3/19/2022","Dunkerque","Valenciennes"
"301","301","1","stadium","4/2/2022","Nancy","Ajaccio"
"302","302","1","stadium","4/2/2022","Valenciennes","Amiens"
"303","303","1","stadium","4/2/2022","Bastia","Auxerre"
"304","304","1","stadium","4/2/2022","Caen","Dunkerque"
"305","305","1","stadium","4/2/2022","Dijon","Grenoble"
"306","306","1","stadium","4/2/2022","Nimes","Guingamp"
"307","307","1","stadium","4/2/2022","Pau FC","Le Havre"
"308","308","1","stadium","4/2/2022","Rodez","Niort"
"309","309","1","stadium","4/2/2022","Toulouse","Paris FC"
"310","310","1","stadium","4/2/2022","Quevilly Rouen","Sochaux"
"311","311","1","stadium","4/9/2022","Amiens","Bastia"
"312","312","1","stadium","4/9/2022","Grenoble","Caen"
"313","313","1","stadium","4/9/2022","Paris FC","Dijon"
"314","314","1","stadium","4/9/2022","Le Havre","Dunkerque"
"315","315","1","stadium","4/9/2022","Niort","Nimes"
"316","316","1","stadium","4/9/2022","Sochaux","Nancy"
"317","317","1","stadium","4/9/2022","Ajaccio","Pau FC"
"318","318","1","stadium","4/9/2022","Quevilly Rouen","Rodez"
"319","319","1","stadium","4/9/2022","Guingamp","Toulouse"
"320","320","1","stadium","4/9/2022","Auxerre","Valenciennes"
"321","321","1","stadium","4/16/2022","Dijon","Ajaccio"
"322","322","1","stadium","4/16/2022","Caen","Amiens"
"323","323","1","stadium","4/16/2022","Pau FC","Auxerre"
"324","324","1","stadium","4/16/2022","Dunkerque","Grenoble"
"325","325","1","stadium","4/16/2022","Bastia","Guingamp"
"326","326","1","stadium","4/16/2022","Valenciennes","Le Havre"
"327","327","1","stadium","4/16/2022","Nancy","Niort"
"328","328","1","stadium","4/16/2022","Rodez","Paris FC"
"329","329","1","stadium","4/16/2022","Toulouse","Quevilly Rouen"
"330","330","1","stadium","4/16/2022","Nimes","Sochaux"
"331","331","1","stadium","4/19/2022","Niort","Bastia"
"332","332","1","stadium","4/19/2022","Paris FC","Caen"
"333","333","1","stadium","4/19/2022","Auxerre","Dijon"
"334","334","1","stadium","4/19/2022","Ajaccio","Dunkerque"
"335","335","1","stadium","4/19/2022","Amiens","Le Havre"
"336","336","1","stadium","4/19/2022","Quevilly Rouen","Nimes"
"337","337","1","stadium","4/19/2022","Rodez","Nancy"
"338","338","1","stadium","4/19/2022","Guingamp","Pau FC"
"339","339","1","stadium","4/19/2022","Sochaux","Toulouse"
"340","340","1","stadium","4/19/2022","Grenoble","Valenciennes"
"341","341","1","stadium","4/23/2022","Valenciennes","Ajaccio"
"342","342","1","stadium","4/23/2022","Dunkerque","Amiens"
"343","343","1","stadium","4/23/2022","Caen","Auxerre"
"344","344","1","stadium","4/23/2022","Le Havre","Grenoble"
"345","345","1","stadium","4/23/2022","Dijon","Guingamp"
"346","346","1","stadium","4/23/2022","Toulouse","Niort"
"347","347","1","stadium","4/23/2022","Bastia","Paris FC"
"348","348","1","stadium","4/23/2022","Nancy","Quevilly Rouen"
"349","349","1","stadium","4/23/2022","Nimes","Rodez"
"350","350","1","stadium","4/23/2022","Pau FC","Sochaux"
"351","351","1","stadium","4/30/2022","Grenoble","Amiens"
"352","352","1","stadium","4/30/2022","Sochaux","Bastia"
"353","353","1","stadium","4/30/2022","Guingamp","Caen"
"354","354","1","stadium","4/30/2022","Niort","Dijon"
"355","355","1","stadium","4/30/2022","Auxerre","Dunkerque"
"356","356","1","stadium","4/30/2022","Ajaccio","Le Havre"
"357","357","1","stadium","4/30/2022","Nancy","Nimes"
"358","358","1","stadium","4/30/2022","Quevilly Rouen","Pau FC"
"359","359","1","stadium","4/30/2022","Rodez","Toulouse"
"360","360","1","stadium","4/30/2022","Paris FC","Valenciennes"
"361","361","1","stadium","5/7/2022","Grenoble","Ajaccio"
"362","362","1","stadium","5/7/2022","Le Havre","Auxerre"
"363","363","1","stadium","5/7/2022","Dunkerque","Guingamp"
"364","364","1","stadium","5/7/2022","Toulouse","Nimes"
"365","365","1","stadium","5/7/2022","Dijon","Nancy"
"366","366","1","stadium","5/7/2022","Pau FC","Niort"
"367","367","1","stadium","5/7/2022","Amiens","Paris FC"
"368","368","1","stadium","5/7/2022","Caen","Quevilly Rouen"
"369","369","1","stadium","5/7/2022","Bastia","Rodez"
"370","370","1","stadium","5/7/2022","Valenciennes","Sochaux"
"371","371","1","stadium","5/14/2022","Auxerre","Amiens"
"372","372","1","stadium","5/14/2022","Nimes","Bastia"
"373","373","1","stadium","5/14/2022","Rodez","Caen"
"374","374","1","stadium","5/14/2022","Sochaux","Dijon"
"375","375","1","stadium","5/14/2022","Quevilly Rouen","Dunkerque"
"376","376","1","stadium","5/14/2022","Paris FC","Grenoble"
"377","377","1","stadium","5/14/2022","Guingamp","Le Havre"
"378","378","1","stadium","5/14/2022","Nancy","Pau FC"
"379","379","1","stadium","5/14/2022","Ajaccio","Toulouse"
"380","380","1","stadium","5/14/2022","Niort","Valenciennes"
