"","MatchNumber","RoundNumber","Location","Date","Home_Team","Away_Team"
"148","148","1","stadium","12/4/2021","Cracovia","Legia"
"149","149","1","stadium","12/4/2021","Radomiak Radom","Piast Gliwice"
"150","150","1","stadium","12/4/2021","Termalica B-B.","Pogon Szczecin"
"151","151","1","stadium","12/4/2021","Lechia Gdansk","Rakow"
"152","152","1","stadium","12/4/2021","Warta Poznan","Wisla"
"153","153","1","stadium","12/4/2021","Stal Mielec","Wisla Plock"
"154","154","1","stadium","12/11/2021","Warta Poznan","Slask Wroclaw"
"155","155","1","stadium","12/11/2021","Stal Mielec","Termalica B-B."
"156","156","1","stadium","12/11/2021","Cracovia","Leczna"
"157","157","1","stadium","12/11/2021","Lechia Gdansk","Jagiellonia"
"158","158","1","stadium","12/11/2021","Radomiak Radom","Lech Poznan"
"159","159","1","stadium","12/11/2021","Wisla Plock","Legia"
"160","160","1","stadium","12/11/2021","Rakow","Piast Gliwice"
"161","161","1","stadium","12/11/2021","Gornik Z","Pogon Szczecin"
"162","162","1","stadium","12/11/2021","Zaglebie","Wisla"
"163","163","1","stadium","12/18/2021","Wisla","Termalica B-B."
"164","164","1","stadium","12/18/2021","Slask Wroclaw","Cracovia"
"165","165","1","stadium","12/18/2021","Lech Poznan","Gornik Z"
"166","166","1","stadium","12/18/2021","Wisla Plock","Lechia Gdansk"
"167","167","1","stadium","12/18/2021","Legia","Radomiak Radom"
"168","168","1","stadium","12/18/2021","Jagiellonia","Rakow"
"169","169","1","stadium","12/18/2021","Piast Gliwice","Stal Mielec"
"170","170","1","stadium","12/18/2021","Pogon Szczecin","Warta Poznan"
"171","171","1","stadium","12/18/2021","Leczna","Zaglebie"
"172","172","1","stadium","2/5/2022","Lechia Gdansk","Slask Wroclaw"
"173","173","1","stadium","2/5/2022","Warta Poznan","Leczna"
"174","174","1","stadium","2/5/2022","Stal Mielec","Gornik Z"
"175","175","1","stadium","2/5/2022","Termalica B-B.","Jagiellonia"
"176","176","1","stadium","2/5/2022","Cracovia","Lech Poznan"
"177","177","1","stadium","2/5/2022","Zaglebie","Legia"
"178","178","1","stadium","2/5/2022","Piast Gliwice","Pogon Szczecin"
"179","179","1","stadium","2/5/2022","Rakow","Wisla"
"180","180","1","stadium","2/5/2022","Radomiak Radom","Wisla Plock"
"181","181","1","stadium","2/12/2022","Leczna","Slask Wroclaw"
"182","182","1","stadium","2/12/2022","Lech Poznan","Termalica B-B."
"183","183","1","stadium","2/12/2022","Gornik Z","Jagiellonia"
"184","184","1","stadium","2/12/2022","Cracovia","Lechia Gdansk"
"185","185","1","stadium","2/12/2022","Wisla Plock","Piast Gliwice"
"186","186","1","stadium","2/12/2022","Radomiak Radom","Rakow"
"187","187","1","stadium","2/12/2022","Wisla","Stal Mielec"
"188","188","1","stadium","2/12/2022","Legia","Warta Poznan"
"189","189","1","stadium","2/12/2022","Pogon Szczecin","Zaglebie"
"190","190","1","stadium","2/19/2022","Jagiellonia","Cracovia"
"191","191","1","stadium","2/19/2022","Wisla","Leczna"
"192","192","1","stadium","2/19/2022","Lechia Gdansk","Lech Poznan"
"193","193","1","stadium","2/19/2022","Termalica B-B.","Legia"
"194","194","1","stadium","2/19/2022","Slask Wroclaw","Piast Gliwice"
"195","195","1","stadium","2/19/2022","Stal Mielec","Pogon Szczecin"
"196","196","1","stadium","2/19/2022","Warta Poznan","Radomiak Radom"
"197","197","1","stadium","2/19/2022","Gornik Z","Rakow"
"198","198","1","stadium","2/19/2022","Zaglebie","Wisla Plock"
"199","199","1","stadium","2/26/2022","Cracovia","Termalica B-B."
"200","200","1","stadium","2/26/2022","Piast Gliwice","Gornik Z"
"201","201","1","stadium","2/26/2022","Pogon Szczecin","Lech Poznan"
"202","202","1","stadium","2/26/2022","Radomiak Radom","Lechia Gdansk"
"203","203","1","stadium","2/26/2022","Leczna","Stal Mielec"
"204","204","1","stadium","2/26/2022","Jagiellonia","Warta Poznan"
"205","205","1","stadium","2/26/2022","Legia","Wisla"
"206","206","1","stadium","2/26/2022","Rakow","Wisla Plock"
"207","207","1","stadium","2/26/2022","Slask Wroclaw","Zaglebie"
"208","208","1","stadium","3/5/2022","Legia","Slask Wroclaw"
"209","209","1","stadium","3/5/2022","Gornik Z","Cracovia"
"210","210","1","stadium","3/5/2022","Wisla Plock","Leczna"
"211","211","1","stadium","3/5/2022","Stal Mielec","Jagiellonia"
"212","212","1","stadium","3/5/2022","Zaglebie","Piast Gliwice"
"213","213","1","stadium","3/5/2022","Pogon Szczecin","Radomiak Radom"
"214","214","1","stadium","3/5/2022","Lech Poznan","Rakow"
"215","215","1","stadium","3/5/2022","Termalica B-B.","Warta Poznan"
"216","216","1","stadium","3/5/2022","Lechia Gdansk","Wisla"
"217","217","1","stadium","3/12/2022","Warta Poznan","Gornik Z"
"218","218","1","stadium","3/12/2022","Wisla","Lech Poznan"
"219","219","1","stadium","3/12/2022","Piast Gliwice","Lechia Gdansk"
"220","220","1","stadium","3/12/2022","Leczna","Legia"
"221","221","1","stadium","3/12/2022","Cracovia","Pogon Szczecin"
"222","222","1","stadium","3/12/2022","Slask Wroclaw","Radomiak Radom"
"223","223","1","stadium","3/12/2022","Rakow","Stal Mielec"
"224","224","1","stadium","3/12/2022","Jagiellonia","Wisla Plock"
"225","225","1","stadium","3/12/2022","Termalica B-B.","Zaglebie"
"226","226","1","stadium","3/19/2022","Wisla Plock","Slask Wroclaw"
"227","227","1","stadium","3/19/2022","Gornik Z","Termalica B-B."
"228","228","1","stadium","3/19/2022","Lechia Gdansk","Leczna"
"229","229","1","stadium","3/19/2022","Lech Poznan","Jagiellonia"
"230","230","1","stadium","3/19/2022","Rakow","Legia"
"231","231","1","stadium","3/19/2022","Cracovia","Piast Gliwice"
"232","232","1","stadium","3/19/2022","Radomiak Radom","Stal Mielec"
"233","233","1","stadium","3/19/2022","Zaglebie","Warta Poznan"
"234","234","1","stadium","3/19/2022","Pogon Szczecin","Wisla"
"235","235","1","stadium","4/2/2022","Stal Mielec","Cracovia"
"236","236","1","stadium","4/2/2022","Wisla Plock","Gornik Z"
"237","237","1","stadium","4/2/2022","Slask Wroclaw","Lech Poznan"
"238","238","1","stadium","4/2/2022","Legia","Lechia Gdansk"
"239","239","1","stadium","4/2/2022","Wisla","Piast Gliwice"
"240","240","1","stadium","4/2/2022","Leczna","Pogon Szczecin"
"241","241","1","stadium","4/2/2022","Termalica B-B.","Radomiak Radom"
"242","242","1","stadium","4/2/2022","Warta Poznan","Rakow"
"243","243","1","stadium","4/2/2022","Jagiellonia","Zaglebie"
"244","244","1","stadium","4/9/2022","Rakow","Slask Wroclaw"
"245","245","1","stadium","4/9/2022","Lechia Gdansk","Termalica B-B."
"246","246","1","stadium","4/9/2022","Warta Poznan","Cracovia"
"247","247","1","stadium","4/9/2022","Piast Gliwice","Leczna"
"248","248","1","stadium","4/9/2022","Wisla","Gornik Z"
"249","249","1","stadium","4/9/2022","Radomiak Radom","Jagiellonia"
"250","250","1","stadium","4/9/2022","Lech Poznan","Legia"
"251","251","1","stadium","4/9/2022","Zaglebie","Stal Mielec"
"252","252","1","stadium","4/9/2022","Pogon Szczecin","Wisla Plock"
"253","253","1","stadium","4/16/2022","Wisla Plock","Lech Poznan"
"254","254","1","stadium","4/16/2022","Gornik Z","Lechia Gdansk"
"255","255","1","stadium","4/16/2022","Legia","Piast Gliwice"
"256","256","1","stadium","4/16/2022","Jagiellonia","Pogon Szczecin"
"257","257","1","stadium","4/16/2022","Leczna","Radomiak Radom"
"258","258","1","stadium","4/16/2022","Termalica B-B.","Rakow"
"259","259","1","stadium","4/16/2022","Stal Mielec","Warta Poznan"
"260","260","1","stadium","4/16/2022","Slask Wroclaw","Wisla"
"261","261","1","stadium","4/16/2022","Cracovia","Zaglebie"
"262","262","1","stadium","4/23/2022","Slask Wroclaw","Termalica B-B."
"263","263","1","stadium","4/23/2022","Radomiak Radom","Cracovia"
"264","264","1","stadium","4/23/2022","Rakow","Leczna"
"265","265","1","stadium","4/23/2022","Zaglebie","Gornik Z"
"266","266","1","stadium","4/23/2022","Piast Gliwice","Jagiellonia"
"267","267","1","stadium","4/23/2022","Pogon Szczecin","Legia"
"268","268","1","stadium","4/23/2022","Lech Poznan","Stal Mielec"
"269","269","1","stadium","4/23/2022","Lechia Gdansk","Warta Poznan"
"270","270","1","stadium","4/23/2022","Wisla","Wisla Plock"
"271","271","1","stadium","4/30/2022","Jagiellonia","Slask Wroclaw"
"272","272","1","stadium","4/30/2022","Lech Poznan","Leczna"
"273","273","1","stadium","4/30/2022","Zaglebie","Lechia Gdansk"
"274","274","1","stadium","4/30/2022","Stal Mielec","Legia"
"275","275","1","stadium","4/30/2022","Warta Poznan","Piast Gliwice"
"276","276","1","stadium","4/30/2022","Gornik Z","Radomiak Radom"
"277","277","1","stadium","4/30/2022","Pogon Szczecin","Rakow"
"278","278","1","stadium","4/30/2022","Cracovia","Wisla"
"279","279","1","stadium","4/30/2022","Termalica B-B.","Wisla Plock"
"280","280","1","stadium","5/7/2022","Leczna","Termalica B-B."
"281","281","1","stadium","5/7/2022","Rakow","Cracovia"
"282","282","1","stadium","5/7/2022","Legia","Gornik Z"
"283","283","1","stadium","5/7/2022","Wisla","Jagiellonia"
"284","284","1","stadium","5/7/2022","Piast Gliwice","Lech Poznan"
"285","285","1","stadium","5/7/2022","Slask Wroclaw","Pogon Szczecin"
"286","286","1","stadium","5/7/2022","Lechia Gdansk","Stal Mielec"
"287","287","1","stadium","5/7/2022","Wisla Plock","Warta Poznan"
"288","288","1","stadium","5/7/2022","Radomiak Radom","Zaglebie"
"289","289","1","stadium","5/14/2022","Stal Mielec","Slask Wroclaw"
"290","290","1","stadium","5/14/2022","Gornik Z","Leczna"
"291","291","1","stadium","5/14/2022","Warta Poznan","Lech Poznan"
"292","292","1","stadium","5/14/2022","Jagiellonia","Legia"
"293","293","1","stadium","5/14/2022","Termalica B-B.","Piast Gliwice"
"294","294","1","stadium","5/14/2022","Lechia Gdansk","Pogon Szczecin"
"295","295","1","stadium","5/14/2022","Zaglebie","Rakow"
"296","296","1","stadium","5/14/2022","Radomiak Radom","Wisla"
"297","297","1","stadium","5/14/2022","Cracovia","Wisla Plock"
"298","298","1","stadium","5/21/2022","Pogon Szczecin","Termalica B-B."
"299","299","1","stadium","5/21/2022","Legia","Cracovia"
"300","300","1","stadium","5/21/2022","Slask Wroclaw","Gornik Z"
"301","301","1","stadium","5/21/2022","Leczna","Jagiellonia"
"302","302","1","stadium","5/21/2022","Rakow","Lechia Gdansk"
"303","303","1","stadium","5/21/2022","Piast Gliwice","Radomiak Radom"
"304","304","1","stadium","5/21/2022","Wisla Plock","Stal Mielec"
"305","305","1","stadium","5/21/2022","Wisla","Warta Poznan"
"306","306","1","stadium","5/21/2022","Lech Poznan","Zaglebie"
