MatchNumber,RoundNumber,Location,Date,Home_Team,Away_Team
64,1,stadium,10/3/2021,Aalborg,Sonderjyske
65,1,stadium,10/3/2021,Odense,Vejle
66,1,stadium,10/3/2021,FC Copenhagen,Viborg
67,1,stadium,10/17/2021,Aarhus,Aalborg
68,1,stadium,10/17/2021,Sonderjyske,FC Copenhagen
69,1,stadium,10/17/2021,Nordsjaelland,Midtjylland
70,1,stadium,10/17/2021,Odense,Randers FC
71,1,stadium,10/17/2021,Viborg,Silkeborg
72,1,stadium,10/17/2021,Brondby,Vejle
73,1,stadium,10/24/2021,Randers FC,Aarhus
74,1,stadium,10/24/2021,Brondby,FC Copenhagen
75,1,stadium,10/24/2021,Vejle,Nordsjaelland
76,1,stadium,10/24/2021,Silkeborg,Odense
77,1,stadium,10/24/2021,Midtjylland,Sonderjyske
78,1,stadium,10/24/2021,Aalborg,Viborg
79,1,stadium,10/31/2021,Nordsjaelland,Aalborg
80,1,stadium,10/31/2021,Odense,Aarhus
81,1,stadium,10/31/2021,Viborg,Brondby
82,1,stadium,10/31/2021,Randers FC,Midtjylland
83,1,stadium,10/31/2021,Sonderjyske,Silkeborg
84,1,stadium,10/31/2021,FC Copenhagen,Vejle
85,1,stadium,11/7/2021,Silkeborg,FC Copenhagen
86,1,stadium,11/7/2021,Aarhus,Midtjylland
87,1,stadium,11/7/2021,Viborg,Nordsjaelland
88,1,stadium,11/7/2021,Brondby,Odense
89,1,stadium,11/7/2021,Aalborg,Randers FC
90,1,stadium,11/7/2021,Vejle,Sonderjyske
91,1,stadium,11/21/2021,Sonderjyske,Aalborg
92,1,stadium,11/21/2021,FC Copenhagen,Aarhus
93,1,stadium,11/21/2021,Midtjylland,Brondby
94,1,stadium,11/21/2021,Nordsjaelland,Silkeborg
95,1,stadium,11/21/2021,Randers FC,Vejle
96,1,stadium,11/21/2021,Odense,Viborg
97,1,stadium,11/28/2021,Aalborg,FC Copenhagen
98,1,stadium,11/28/2021,Vejle,Midtjylland
99,1,stadium,11/28/2021,Odense,Nordsjaelland
100,1,stadium,11/28/2021,Brondby,Randers FC
101,1,stadium,11/28/2021,Viborg,Sonderjyske
102,1,stadium,11/28/2021,Aarhus,Silkeborg
103,1,stadium,2/20/2022,Midtjylland,Aalborg
104,1,stadium,2/20/2022,Sonderjyske,Aarhus
105,1,stadium,2/20/2022,Nordsjaelland,Brondby
106,1,stadium,2/20/2022,FC Copenhagen,Odense
107,1,stadium,2/20/2022,Silkeborg,Vejle
108,1,stadium,2/20/2022,Randers FC,Viborg
109,1,stadium,2/27/2022,Vejle,Aarhus
110,1,stadium,2/27/2022,Viborg,FC Copenhagen
111,1,stadium,2/27/2022,Odense,Midtjylland
112,1,stadium,2/27/2022,Nordsjaelland,Randers FC
113,1,stadium,2/27/2022,Brondby,Sonderjyske
114,1,stadium,2/27/2022,Aalborg,Silkeborg
115,1,stadium,3/6/2022,Silkeborg,Brondby
116,1,stadium,3/6/2022,Aarhus,Nordsjaelland
117,1,stadium,3/6/2022,Sonderjyske,Odense
118,1,stadium,3/6/2022,FC Copenhagen,Randers FC
119,1,stadium,3/6/2022,Aalborg,Vejle
120,1,stadium,3/6/2022,Midtjylland,Viborg
121,1,stadium,3/13/2022,Odense,Aalborg
122,1,stadium,3/13/2022,Brondby,Aarhus
123,1,stadium,3/13/2022,Midtjylland,FC Copenhagen
124,1,stadium,3/13/2022,Nordsjaelland,Sonderjyske
125,1,stadium,3/13/2022,Randers FC,Silkeborg
126,1,stadium,3/13/2022,Viborg,Vejle
127,1,stadium,3/20/2022,Aalborg,Brondby
128,1,stadium,3/20/2022,Silkeborg,Midtjylland
129,1,stadium,3/20/2022,FC Copenhagen,Nordsjaelland
130,1,stadium,3/20/2022,Vejle,Odense
131,1,stadium,3/20/2022,Sonderjyske,Randers FC
132,1,stadium,3/20/2022,Aarhus,Viborg
