Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST
B1,25/10/2020,Oostende,Waregem,3,0,H,3,0,H,1.91,4.14,3.8,3-0,3-0,15,9,22,4
B1,25/10/2020,St Truiden,Standard,2,0,H,1,0,H,4.33,4.18,1.79,1-0,2-0,9,2,10,4
B1,26/10/2020,Gent,Genk,1,2,A,1,1,D,2.03,3.7,3.69,1-1,1-2,16,6,8,3
B1,30/10/2020,Genk,Eupen,4,0,H,1,0,H,1.88,3.98,4.06,1-0,4-0,14,8,15,4
B1,31/10/2020,Beerschot VA,Oud-Heverlee Leuven,4,2,H,2,1,H,1.86,4.24,3.91,2-1,4-2,18,9,18,5
B1,31/10/2020,Charleroi,Cercle Brugge,3,0,H,0,0,D,1.55,4.43,6.28,0-0,3-0,20,9,9,3
B1,31/10/2020,Club Brugge,Mechelen,2,2,D,2,1,H,1.27,6.17,11.6,2-1,2-2,14,5,10,7
B1,01/11/2020,Anderlecht,Antwerp,1,0,H,0,0,D,2.17,3.6,3.44,0-0,1-0,14,4,15,6
B1,01/11/2020,Standard,Oostende,1,0,H,0,0,D,1.76,3.91,4.88,0-0,1-0,13,2,10,2
B1,01/11/2020,Waasland-Beveren,Gent,1,4,A,0,4,A,6.36,4.69,1.51,0-4,1-4,14,4,16,9
B1,02/11/2020,Waregem,Kortrijk,1,1,D,0,0,D,2.4,3.81,2.82,0-0,1-1,8,2,16,5
B1,06/11/2020,Mechelen,Charleroi,3,3,D,2,1,H,2.97,3.75,2.36,2-1,3-3,20,7,9,2
B1,07/11/2020,Kortrijk,Beerschot VA,5,5,D,2,1,H,2.39,4.24,2.67,2-1,5-5,23,8,23,12
B1,07/11/2020,Eupen,Waasland-Beveren,1,1,D,0,1,A,1.49,4.44,7.48,0-1,1-1,25,8,9,3
B1,07/11/2020,St Truiden,Genk,1,2,A,1,2,A,3.61,3.41,2.18,1-2,1-2,15,2,8,5
B1,08/11/2020,Antwerp,Standard,1,1,D,1,0,H,2.29,3.37,3.4,1-0,1-1,17,4,10,3
B1,08/11/2020,Oostende,Club Brugge,1,3,A,1,1,D,4.39,4.06,1.8,1-1,1-3,14,5,15,7
B1,08/11/2020,Gent,Anderlecht,1,1,D,0,1,A,2.36,3.6,3.06,0-1,1-1,8,3,10,3
B1,08/11/2020,Cercle Brugge,Waregem,1,3,A,0,2,A,2.05,4.09,3.36,0-2,1-3,14,5,16,6
B1,21/11/2020,Standard,Eupen,2,2,D,1,1,D,1.68,3.9,5.59,1-1,2-2,14,6,11,5
B1,21/11/2020,Oostende,Antwerp,1,1,D,0,0,D,3.04,3.82,2.29,0-0,1-1,14,3,12,5
B1,21/11/2020,Waasland-Beveren,Cercle Brugge,0,2,A,0,1,A,3.32,4.08,2.07,0-1,0-2,12,5,9,5
B1,21/11/2020,Club Brugge,Kortrijk,1,0,H,0,0,D,1.3,5.93,10.4,0-0,1-0,17,4,5,2
B1,22/11/2020,Beerschot VA,Anderlecht,2,1,H,1,0,H,2.94,3.96,2.3,1-0,2-1,13,10,13,2
B1,22/11/2020,Waregem,Mechelen,1,2,A,0,1,A,2.83,3.84,2.42,0-1,1-2,5,1,9,3
B1,22/11/2020,Charleroi,Gent,0,1,A,0,1,A,2.07,3.53,3.81,0-1,0-1,5,3,9,4
B1,22/11/2020,Genk,Mouscron,4,1,H,1,1,D,1.42,4.96,7.53,1-1,4-1,15,10,17,3
B1,23/11/2020,Oud-Heverlee Leuven,St Truiden,2,2,D,1,1,D,2.02,3.7,3.72,1-1,2-2,18,7,10,3
B1,24/11/2020,Waasland-Beveren,Oostende,2,0,H,0,0,D,5.65,4.56,1.57,0-0,2-0,14,5,12,2
B1,25/11/2020,Cercle Brugge,Mouscron,1,2,A,0,0,D,1.72,4.02,5.01,0-0,1-2,13,3,9,2
B1,27/11/2020,Eupen,Charleroi,3,1,H,1,0,H,3.17,3.57,2.31,1-0,3-1,6,3,15,2
B1,28/11/2020,St Truiden,Waasland-Beveren,1,1,D,1,0,H,1.79,4.16,4.29,1-0,1-1,8,4,14,4
B1,28/11/2020,Cercle Brugge,Genk,1,5,A,0,4,A,3.62,3.97,2,0-4,1-5,8,2,18,11
B1,28/11/2020,Mouscron,Club Brugge,0,0,D,0,0,D,9.17,5.3,1.36,0-0,0-0,4,3,14,1
B1,29/11/2020,Mechelen,Beerschot VA,2,3,A,2,1,H,2.18,4.03,3.11,2-1,2-3,12,3,9,5
B1,29/11/2020,Gent,Waregem,0,3,A,0,2,A,1.5,4.85,6.03,0-2,0-3,13,4,10,5
B1,29/11/2020,Anderlecht,Standard,0,0,D,0,0,D,2.24,3.6,3.29,0-0,0-0,7,1,12,3
B1,29/11/2020,Kortrijk,Oostende,3,1,H,1,1,D,2.25,3.74,3.1,1-1,3-1,19,10,15,9
B1,30/11/2020,Antwerp,Oud-Heverlee Leuven,3,2,H,2,2,D,1.63,4.31,5.28,2-2,3-2,29,9,16,4
B1,01/12/2020,Mouscron,St Truiden,3,2,H,1,0,H,3.01,3.34,2.52,1-0,3-2,10,6,18,7
B1,02/12/2020,Charleroi,Waasland-Beveren,0,2,A,0,1,A,1.3,5.79,10.96,0-1,0-2,11,4,11,4
B1,03/12/2020,Eupen,Mechelen,1,1,D,1,0,H,2.64,3.37,2.84,1-0,1-1,10,3,25,6
B1,04/12/2020,Waregem,Anderlecht,2,2,D,1,1,D,3.75,4.31,1.88,1-1,2-2,8,2,21,6
B1,05/12/2020,Waasland-Beveren,Mouscron,2,0,H,0,0,D,2.4,3.51,3.07,0-0,2-0,12,5,6,2
B1,05/12/2020,Oud-Heverlee Leuven,Cercle Brugge,2,1,H,1,0,H,2.21,3.88,3.14,1-0,2-1,11,4,15,5
B1,05/12/2020,Club Brugge,St Truiden,1,0,H,0,0,D,1.24,6.74,11.77,0-0,1-0,16,5,6,3
B1,06/12/2020,Genk,Antwerp,4,2,H,2,1,H,2.26,3.54,3.29,2-1,4-2,20,10,10,2
B1,06/12/2020,Beerschot VA,Eupen,0,1,A,0,1,A,1.95,4.13,3.65,0-1,0-1,19,4,18,8
B1,06/12/2020,Standard,Mechelen,2,2,D,1,0,H,2.17,3.65,3.41,1-0,2-2,17,5,14,9
B1,06/12/2020,Oostende,Gent,2,1,H,0,1,A,3.04,3.99,2.23,0-1,2-1,7,3,7,2
B1,07/12/2020,Charleroi,Kortrijk,0,0,D,0,0,D,1.76,3.67,5.12,0-0,0-0,1,0,13,6
B1,08/12/2020,Oud-Heverlee Leuven,Mouscron,2,0,H,0,0,D,1.8,3.93,4.56,0-0,2-0,11,3,8,5
B1,11/12/2020,Anderlecht,Genk,1,0,H,0,0,D,2.64,3.73,2.63,0-0,1-0,15,5,4,1
B1,12/12/2020,Mouscron,Beerschot VA,3,1,H,1,0,H,3.54,4.22,1.96,1-0,3-1,16,7,11,2
B1,12/12/2020,Cercle Brugge,Oostende,0,1,A,0,1,A,2.92,3.82,2.36,0-1,0-1,8,4,14,4
B1,12/12/2020,Kortrijk,Oud-Heverlee Leuven,0,3,A,0,0,D,2.11,3.68,3.54,0-0,0-3,20,5,10,4
B1,12/12/2020,St Truiden,Charleroi,1,2,A,1,1,D,3.11,3.66,2.31,1-1,1-2,17,3,11,4
B1,13/12/2020,Antwerp,Club Brugge,0,2,A,0,1,A,3.09,3.64,2.33,0-1,0-2,9,1,13,5
B1,13/12/2020,Gent,Standard,2,1,H,1,1,D,2.25,3.71,3.12,1-1,2-1,14,6,8,3
B1,13/12/2020,Mechelen,Waasland-Beveren,2,3,A,1,0,H,1.43,4.96,6.46,1-0,2-3,12,5,10,5
B1,15/12/2020,Cercle Brugge,Charleroi,3,4,A,2,0,H,3.41,3.64,2.15,2-0,3-4,10,5,21,7
B1,15/12/2020,Mouscron,Oud-Heverlee Leuven,2,2,D,0,1,A,3.08,3.59,2.33,0-1,2-2,17,7,12,9
B1,15/12/2020,Anderlecht,Oostende,2,1,H,1,0,H,1.85,3.76,4.33,1-0,2-1,9,5,14,3
B1,16/12/2020,Antwerp,Waregem,0,1,A,0,1,A,1.54,4.41,6.46,0-1,0-1,11,2,17,5
B1,16/12/2020,Gent,Waasland-Beveren,3,0,H,1,0,H,1.43,5.02,6.81,1-0,3-0,17,7,9,1
B1,16/12/2020,Kortrijk,Standard,2,1,H,2,0,H,3.2,3.66,2.26,2-0,2-1,10,4,17,6
B1,17/12/2020,Mechelen,Club Brugge,0,3,A,0,0,D,4.59,4.02,1.74,0-0,0-3,10,3,21,8
B1,18/12/2020,Charleroi,Anderlecht,1,0,H,0,0,D,3.04,3.32,2.49,0-0,1-0,10,4,7,2
B1,19/12/2020,Waregem,St Truiden,0,2,A,0,0,D,2.31,3.63,3.02,0-0,0-2,12,1,11,6
B1,19/12/2020,Genk,Kortrijk,2,0,H,1,0,H,1.63,4.2,5.26,1-0,2-0,13,5,7,1
B1,20/12/2020,Club Brugge,Gent,0,1,A,0,0,D,1.59,4.04,5.97,0-0,0-1,22,9,6,2
B1,20/12/2020,Oud-Heverlee Leuven,Mechelen,1,2,A,0,2,A,2.55,3.51,2.76,0-2,1-2,12,5,29,12
B1,20/12/2020,Standard,Mouscron,0,1,A,0,1,A,1.4,4.87,7.94,0-1,0-1,13,6,10,4
B1,20/12/2020,Waasland-Beveren,Antwerp,0,3,A,0,3,A,4.18,3.96,1.82,0-3,0-3,9,1,16,7
B1,26/12/2020,Club Brugge,Eupen,3,0,H,0,0,D,1.18,7.71,13.87,0-0,3-0,14,6,9,2
B1,26/12/2020,Waregem,Cercle Brugge,1,0,H,0,0,D,2.16,3.5,3.45,0-0,1-0,7,3,14,3
B1,26/12/2020,Kortrijk,Gent,1,0,H,0,0,D,3.26,3.61,2.19,0-0,1-0,9,5,13,6
B1,26/12/2020,Oud-Heverlee Leuven,Oostende,1,2,A,1,0,H,2.55,3.6,2.71,1-0,1-2,9,4,20,6
B1,26/12/2020,Standard,St Truiden,1,2,A,0,2,A,1.64,4.14,5.24,0-2,1-2,18,7,9,5
B1,27/12/2020,Antwerp,Charleroi,2,1,H,0,0,D,2.04,3.58,3.7,0-0,2-1,17,6,6,1
B1,27/12/2020,Genk,Waasland-Beveren,1,1,D,1,1,D,1.29,5.88,10.36,1-1,1-1,13,2,8,2
B1,27/12/2020,Anderlecht,Beerschot VA,2,0,H,1,0,H,1.75,4.35,4.13,1-0,2-0,27,6,8,2
B1,27/12/2020,Mechelen,Mouscron,2,1,H,1,0,H,1.59,4.24,5.59,1-0,2-1,10,5,16,6
B1,29/12/2020,Eupen,Waregem,2,3,A,1,0,H,2,3.67,3.8,1-0,2-3,17,7,16,9
B1,30/12/2020,St Truiden,Beerschot VA,1,0,H,1,0,H,2.34,3.76,2.89,1-0,1-0,9,3,12,4
B1,06/01/2021,Eupen,Genk,1,4,A,1,2,A,3.68,3.76,1.99,1-2,1-4,20,3,9,4
B1,09/01/2021,Waregem,Mouscron,1,0,H,1,0,H,1.95,3.5,4.11,1-0,1-0,6,1,17,5
B1,09/01/2021,Cercle Brugge,Eupen,1,2,A,0,0,D,2.59,3.35,2.82,0-0,1-2,14,5,12,5
B1,09/01/2021,Kortrijk,Genk,2,1,H,1,1,D,3.39,3.38,2.23,1-1,2-1,13,6,11,4
B1,09/01/2021,Oostende,Charleroi,3,2,H,1,1,D,2.77,3.41,2.6,1-1,3-2,19,6,11,3
B1,10/01/2021,Mechelen,Antwerp,3,0,H,0,0,D,2.81,3.51,2.51,0-0,3-0,12,5,9,0
B1,10/01/2021,Beerschot VA,Gent,1,1,D,1,1,D,3.05,3.92,2.19,1-1,1-1,7,3,16,6
B1,10/01/2021,Oud-Heverlee Leuven,Anderlecht,1,0,H,0,0,D,3.68,3.92,1.94,0-0,1-0,5,1,19,3
B1,10/01/2021,St Truiden,Club Brugge,1,2,A,0,2,A,5.94,4.24,1.56,0-2,1-2,10,3,12,3
B1,11/01/2021,Standard,Waasland-Beveren,3,1,H,1,0,H,1.47,4.55,6.58,1-0,3-1,20,8,10,5
B1,12/01/2021,Oostende,Eupen,1,1,D,0,0,D,1.87,3.91,4.1,0-0,1-1,18,4,6,2
B1,13/01/2021,Beerschot VA,Cercle Brugge,1,1,D,1,0,H,1.91,3.59,4.2,1-0,1-1,3,1,14,2
B1,15/01/2021,Eupen,Anderlecht,2,0,H,0,0,D,3.94,3.65,1.97,0-0,2-0,18,4,12,5
B1,16/01/2021,Oostende,Kortrijk,2,1,H,1,0,H,2.22,3.6,3.21,1-0,2-1,7,2,11,2
B1,16/01/2021,Mouscron,Genk,2,0,H,1,0,H,4.5,4.01,1.75,1-0,2-0,17,12,12,2
B1,16/01/2021,Waasland-Beveren,Waregem,1,5,A,0,2,A,2.73,3.79,2.45,0-2,1-5,13,7,18,10
B1,16/01/2021,Charleroi,Mechelen,0,1,A,0,0,D,2.13,3.87,3.21,0-0,0-1,10,5,10,1
B1,17/01/2021,Gent,Antwerp,0,1,A,0,0,D,1.99,3.64,3.81,0-0,0-1,10,4,7,1
B1,17/01/2021,Cercle Brugge,Standard,0,1,A,0,1,A,3.79,3.43,2.07,0-1,0-1,7,0,5,3
B1,17/01/2021,Beerschot VA,Club Brugge,0,3,A,0,2,A,5.94,4.93,1.49,0-2,0-3,10,4,15,6
B1,17/01/2021,St Truiden,Oud-Heverlee Leuven,3,1,H,2,1,H,2.15,3.21,3.79,2-1,3-1,12,4,9,4
B1,19/01/2021,Mouscron,Waasland-Beveren,1,1,D,0,0,D,1.91,3.68,4.19,0-0,1-1,14,4,8,4
B1,19/01/2021,Anderlecht,Charleroi,3,0,H,2,0,H,2,3.58,3.92,2-0,3-0,15,4,4,0
B1,20/01/2021,Kortrijk,St Truiden,0,2,A,0,2,A,2.24,3.48,3.28,0-2,0-2,29,7,8,2
B1,20/01/2021,Eupen,Beerschot VA,3,1,H,2,1,H,1.99,3.75,3.68,2-1,3-1,13,5,5,3
B1,20/01/2021,Mechelen,Standard,0,4,A,0,1,A,2.4,3.55,2.94,0-1,0-4,13,3,11,5
B1,20/01/2021,Antwerp,Cercle Brugge,1,0,H,0,0,D,1.55,4.19,6.24,0-0,1-0,10,1,8,1
B1,20/01/2021,Club Brugge,Oostende,2,1,H,1,1,D,1.32,5.52,9.42,1-1,2-1,14,6,10,4
B1,21/01/2021,Waregem,Oud-Heverlee Leuven,2,3,A,2,1,H,2.27,3.93,2.9,2-1,2-3,11,5,17,8
B1,21/01/2021,Genk,Gent,1,1,D,1,1,D,2.19,3.68,3.21,1-1,1-1,6,3,16,6
B1,22/01/2021,Anderlecht,Waasland-Beveren,0,0,D,0,0,D,1.3,5.69,10.58,0-0,0-0,26,10,4,0
B1,23/01/2021,Mechelen,Eupen,3,0,H,1,0,H,1.93,3.86,3.79,1-0,3-0,14,8,12,4
B1,23/01/2021,Kortrijk,Cercle Brugge,1,2,A,1,2,A,2.11,3.45,3.62,1-2,1-2,16,3,11,5
B1,23/01/2021,St Truiden,Mouscron,0,2,A,0,1,A,2.02,3.59,3.76,0-1,0-2,17,3,12,6
B1,23/01/2021,Antwerp,Oostende,1,2,A,1,1,D,2.08,3.7,3.47,1-1,1-2,11,3,12,5
B1,24/01/2021,Club Brugge,Genk,3,2,H,1,2,A,1.63,3.73,6.12,1-2,3-2,18,8,9,4
B1,24/01/2021,Waregem,Beerschot VA,0,3,A,0,0,D,2.13,3.53,3.48,0-0,0-3,9,2,9,5
B1,24/01/2021,Standard,Charleroi,3,2,H,2,1,H,2.13,3.24,3.82,2-1,3-2,14,6,16,10
B1,24/01/2021,Oud-Heverlee Leuven,Gent,0,3,A,0,1,A,3.57,4.34,1.88,0-1,0-3,12,5,25,9
B1,26/01/2021,Eupen,Antwerp,0,2,A,0,2,A,3,3.49,2.42,0-2,0-2,19,4,11,4
B1,26/01/2021,Waasland-Beveren,Mechelen,2,3,A,0,2,A,4.73,4.36,1.68,0-2,2-3,9,6,17,7
B1,26/01/2021,Mouscron,Anderlecht,1,1,D,1,0,H,4.7,3.89,1.76,1-0,1-1,7,1,11,2
B1,27/01/2021,Beerschot VA,Kortrijk,0,0,D,0,0,D,2.38,3.96,2.74,0-0,0-0,4,1,20,4
B1,27/01/2021,Genk,Waregem,3,2,H,1,0,H,1.5,4.41,6.71,1-0,3-2,12,5,13,6
B1,27/01/2021,Charleroi,Oud-Heverlee Leuven,1,1,D,0,1,A,1.88,3.82,4.04,0-1,1-1,19,11,17,5
B1,27/01/2021,Gent,St Truiden,1,1,D,0,1,A,1.57,4.32,5.71,0-1,1-1,10,5,3,2
B1,28/01/2021,Cercle Brugge,Club Brugge,1,2,A,1,1,D,8.61,4.5,1.41,1-1,1-2,8,5,8,3
B1,28/01/2021,Oostende,Standard,2,2,D,1,0,H,2.71,3.3,2.73,1-0,2-2,9,3,21,5
B1,29/01/2021,Antwerp,Waasland-Beveren,3,2,H,1,1,D,1.52,4.14,7.3,1-1,3-2,15,7,6,3
B1,30/01/2021,Mechelen,Genk,0,0,D,0,0,D,2.76,3.41,2.61,0-0,0-0,15,2,12,3
B1,30/01/2021,Eupen,Mouscron,1,1,D,1,0,H,2.11,3.55,3.51,1-0,1-1,12,5,11,4
B1,30/01/2021,Oud-Heverlee Leuven,Beerschot VA,0,1,A,0,0,D,2.42,3.38,3.04,0-0,0-1,14,3,14,7
B1,30/01/2021,Kortrijk,Charleroi,1,3,A,0,1,A,2.62,3.33,2.8,0-1,1-3,12,4,14,5
B1,31/01/2021,Club Brugge,Standard,3,1,H,2,1,H,1.61,3.75,6.49,2-1,3-1,17,7,10,5
B1,31/01/2021,Waregem,Oostende,2,1,H,1,1,D,3.31,4.12,2.02,1-1,2-1,20,3,13,7
B1,31/01/2021,Anderlecht,Gent,0,0,D,0,0,D,2.35,3.3,3.22,0-0,0-0,10,4,12,3
B1,31/01/2021,St Truiden,Cercle Brugge,3,0,H,1,0,H,2.18,3.31,3.59,1-0,3-0,10,6,15,2
B1,05/02/2021,Mouscron,Kortrijk,0,3,A,0,2,A,3.18,3.38,2.36,0-2,0-3,10,3,13,5
B1,06/02/2021,Oostende,St Truiden,3,1,H,1,0,H,2.1,3.16,4.04,1-0,3-1,13,4,5,2
B1,06/02/2021,Cercle Brugge,Mechelen,0,1,A,0,0,D,2.99,3.85,2.25,0-0,0-1,9,3,13,3
B1,06/02/2021,Waasland-Beveren,Club Brugge,0,2,A,0,1,A,15.04,6.64,1.2,0-1,0-2,6,0,22,10
B1,06/02/2021,Standard,Oud-Heverlee Leuven,1,1,D,0,0,D,1.69,4.08,4.84,0-0,1-1,13,4,10,3
B1,07/02/2021,Beerschot VA,Antwerp,1,2,A,0,0,D,3.51,3.13,2.3,0-0,1-2,6,3,11,2
B1,07/02/2021,Charleroi,Waregem,1,1,D,1,0,H,1.83,3.87,4.21,1-0,1-1,9,8,20,5
B1,07/02/2021,Genk,Anderlecht,1,2,A,1,2,A,2.42,3.44,2.99,1-2,1-2,5,1,11,3
B1,07/02/2021,Gent,Eupen,2,2,D,2,1,H,1.67,4.29,4.77,2-1,2-2,9,3,7,4
B1,12/02/2021,Oud-Heverlee Leuven,Kortrijk,3,1,H,3,0,H,2.79,3.62,2.51,3-0,3-1,8,4,28,10
B1,13/02/2021,St Truiden,Waregem,1,2,A,0,0,D,2.11,3.53,3.53,0-0,1-2,9,5,15,9
B1,14/02/2021,Standard,Antwerp,1,1,D,1,1,D,2.18,3.34,3.55,1-1,1-1,9,3,14,5
B1,14/02/2021,Beerschot VA,Mechelen,1,2,A,0,0,D,3.45,3.32,2.23,0-0,1-2,14,3,16,6
B1,14/02/2021,Cercle Brugge,Anderlecht,0,0,D,0,0,D,3.67,3.63,2.03,0-0,0-0,10,4,4,0
B1,15/02/2021,Gent,Mouscron,4,0,H,1,0,H,1.5,4.51,6.38,1-0,4-0,20,9,10,2
B1,17/02/2021,Waasland-Beveren,Eupen,1,0,H,1,0,H,3.77,3.96,1.91,1-0,1-0,11,5,9,4
B1,17/02/2021,Oostende,Genk,3,1,H,2,1,H,2.34,3.7,2.92,2-1,3-1,7,4,10,1
B1,19/02/2021,Mechelen,Gent,1,1,D,1,1,D,3.63,3.53,2.1,1-1,1-1,14,3,12,6
B1,20/02/2021,Eupen,Oostende,1,1,D,0,0,D,2.82,3.5,2.51,0-0,1-1,9,2,10,1
B1,20/02/2021,Mouscron,Cercle Brugge,1,2,A,0,1,A,2.53,3.54,2.78,0-1,1-2,9,3,15,8
B1,20/02/2021,Waasland-Beveren,Charleroi,1,1,D,0,0,D,3.51,3.95,1.99,0-0,1-1,12,3,8,2
B1,21/02/2021,Anderlecht,Kortrijk,0,2,A,0,1,A,1.63,3.92,5.67,0-1,0-2,10,0,13,8
B1,21/02/2021,Waregem,Standard,3,2,H,1,1,D,3.73,3.81,1.96,1-1,3-2,13,4,11,6
B1,21/02/2021,Genk,Beerschot VA,1,2,A,0,0,D,1.68,4.18,4.81,0-0,1-2,20,6,12,5
B1,21/02/2021,Antwerp,St Truiden,0,0,D,0,0,D,1.79,4.05,4.22,0-0,0-0,9,3,9,0
B1,22/02/2021,Club Brugge,Oud-Heverlee Leuven,3,0,H,2,0,H,1.34,5.71,8.22,2-0,3-0,21,10,4,0
B1,26/02/2021,Charleroi,Genk,1,2,A,0,1,A,3.12,3.72,2.25,0-1,1-2,13,4,13,4
B1,27/02/2021,Cercle Brugge,Waasland-Beveren,2,0,H,1,0,H,1.79,4.17,4.12,1-0,2-0,13,4,9,2
B1,27/02/2021,Oostende,Mechelen,2,0,H,1,0,H,2.46,3.66,2.78,1-0,2-0,15,6,15,1
B1,27/02/2021,Kortrijk,Waregem,1,2,A,1,1,D,1.96,4.08,3.5,1-1,1-2,8,6,9,3
B1,28/02/2021,Standard,Anderlecht,1,3,A,0,1,A,2.75,3.17,2.78,0-1,1-3,13,4,11,4
B1,28/02/2021,Beerschot VA,Mouscron,2,2,D,0,1,A,2.12,3.92,3.19,0-1,2-2,9,3,10,3
B1,28/02/2021,St Truiden,Eupen,0,2,A,0,1,A,2.24,3.7,3.1,0-1,0-2,11,3,10,4
B1,01/03/2021,Oud-Heverlee Leuven,Antwerp,2,0,H,2,0,H,3.69,3.53,2.06,2-0,2-0,10,6,13,6
B1,05/03/2021,Charleroi,St Truiden,0,0,D,0,0,D,2.33,3.48,3.16,0-0,0-0,18,4,5,4
B1,06/03/2021,Eupen,Oud-Heverlee Leuven,3,3,D,2,2,D,1.86,4,3.93,2-2,3-3,10,7,13,8
B1,06/03/2021,Waasland-Beveren,Beerschot VA,1,2,A,1,1,D,2.87,3.97,2.28,1-1,1-2,18,6,7,2
B1,06/03/2021,Antwerp,Kortrijk,4,2,H,1,0,H,1.94,3.92,3.7,1-0,4-2,9,7,18,8
B1,07/03/2021,Mouscron,Standard,1,0,H,1,0,H,3.51,3.63,2.09,1-0,1-0,8,0,21,4
B1,07/03/2021,Club Brugge,Waregem,3,0,H,2,0,H,1.28,6.06,9.74,2-0,3-0,18,8,7,1
B1,07/03/2021,Anderlecht,Mechelen,1,1,D,1,0,H,1.88,3.78,4.05,1-0,1-1,14,3,7,2
B1,07/03/2021,Genk,Cercle Brugge,2,0,H,2,0,H,1.79,3.88,4.46,2-0,2-0,15,8,7,1
B1,08/03/2021,Gent,Oostende,1,0,H,1,0,H,1.74,3.97,4.51,1-0,1-0,7,2,15,3
B1,12/03/2021,Charleroi,Club Brugge,1,1,D,0,1,A,7.34,4.08,1.52,0-1,1-1,5,3,8,2
B1,15/03/2021,Gent,Club Brugge,0,4,A,0,0,D,3.36,3.55,2.14,0-0,0-4,11,2,8,5
B1,19/03/2021,Genk,Standard,2,2,D,0,0,D,2.14,3.65,3.42,0-0,2-2,14,5,20,5
B1,20/03/2021,Mouscron,Oostende,0,1,A,0,0,D,3.62,3.44,2.12,0-0,0-1,10,2,15,5
B1,20/03/2021,Eupen,Kortrijk,2,0,H,0,0,D,2.6,3.46,2.74,0-0,2-0,23,8,8,0
B1,21/03/2021,Club Brugge,Antwerp,0,2,A,0,2,A,1.49,4.56,6.56,0-2,0-2,14,4,5,2
B1,21/03/2021,Mechelen,Oud-Heverlee Leuven,2,2,D,1,1,D,1.84,3.94,4.09,1-1,2-2,20,8,12,4
B1,21/03/2021,Anderlecht,Waregem,4,1,H,2,1,H,1.61,4.34,5.26,2-1,4-1,26,11,4,1
B1,21/03/2021,Gent,Cercle Brugge,1,0,H,0,0,D,2.21,3.58,3.14,0-0,1-0,9,5,7,3
B1,03/04/2021,Oostende,Waasland-Beveren,0,2,A,0,2,A,1.44,4.8,6.97,0-2,0-2,18,6,15,7
B1,03/04/2021,St Truiden,Mechelen,2,1,H,2,0,H,2.92,3.53,2.42,2-0,2-1,12,3,15,6
B1,03/04/2021,Kortrijk,Club Brugge,1,2,A,1,1,D,5.61,4.42,1.56,1-1,1-2,11,5,13,3
B1,04/04/2021,Cercle Brugge,Beerschot VA,2,1,H,2,0,H,1.99,3.93,3.54,2-0,2-1,7,3,8,1
B1,04/04/2021,Standard,Gent,2,1,H,0,1,A,2.79,3.2,2.72,0-1,2-1,16,4,13,4
B1,04/04/2021,Charleroi,Mouscron,1,1,D,0,0,D,1.85,3.67,4.39,0-0,1-1,15,6,18,4
B1,05/04/2021,Oud-Heverlee Leuven,Genk,2,3,A,0,1,A,3.49,3.91,2.01,0-1,2-3,10,7,21,8
B1,05/04/2021,Waregem,Eupen,2,1,H,0,1,A,2.48,3.4,2.92,0-1,2-1,24,10,21,8
B1,05/04/2021,Antwerp,Anderlecht,1,4,A,0,0,D,2.88,3.48,2.47,0-0,1-4,9,4,14,8
B1,06/04/2021,Waasland-Beveren,St Truiden,2,4,A,1,1,D,3.34,3.44,2.25,1-1,2-4,13,6,19,8
B1,07/04/2021,Beerschot VA,Charleroi,2,1,H,1,0,H,2.87,3.64,2.41,1-0,2-1,12,4,16,3
B1,09/04/2021,Eupen,Standard,0,4,A,0,1,A,3.57,3.34,2.2,0-1,0-4,11,3,19,6
B1,10/04/2021,Cercle Brugge,Oud-Heverlee Leuven,3,0,H,1,0,H,1.98,4.02,3.49,1-0,3-0,12,6,13,2
B1,10/04/2021,Mechelen,Waregem,4,2,H,2,0,H,1.78,4.19,4.14,2-0,4-2,20,12,18,5
B1,10/04/2021,Gent,Charleroi,4,0,H,2,0,H,1.73,3.92,4.78,2-0,4-0,17,8,9,2
B1,11/04/2021,Genk,St Truiden,4,0,H,3,0,H,1.58,4.49,5.35,3-0,4-0,19,8,6,2
B1,11/04/2021,Waasland-Beveren,Kortrijk,3,4,A,2,1,H,3.52,3.76,2.02,2-1,3-4,10,5,12,9
B1,11/04/2021,Anderlecht,Club Brugge,2,1,H,0,0,D,3.39,3.44,2.21,0-0,2-1,8,3,10,3
B1,11/04/2021,Beerschot VA,Oostende,1,2,A,1,0,H,3.12,3.76,2.21,1-0,1-2,9,3,21,7
B1,12/04/2021,Mouscron,Antwerp,2,3,A,0,1,A,3.74,3.82,1.95,0-1,2-3,21,8,13,6
B1,17/04/2021,Charleroi,Eupen,2,3,A,1,3,A,2.29,3.26,3.38,1-3,2-3,21,8,13,5
B1,17/04/2021,Antwerp,Genk,3,2,H,0,1,A,2.84,3.75,2.38,0-1,3-2,27,9,24,9
B1,18/04/2021,Club Brugge,Mouscron,4,2,H,0,0,D,1.21,7,12.5,0-0,4-2,19,7,11,5
B1,18/04/2021,Kortrijk,Mechelen,1,4,A,1,2,A,3.58,4.34,1.88,1-2,1-4,11,3,17,11
B1,18/04/2021,Oostende,Cercle Brugge,1,1,D,0,0,D,1.59,4.34,5.4,0-0,1-1,10,5,13,5
B1,18/04/2021,Oud-Heverlee Leuven,Waasland-Beveren,1,2,A,0,1,A,1.81,4.71,3.6,0-1,1-2,13,2,13,9
