"","MatchNumber","RoundNumber","Location","Date","Home_Team","Away_Team"
"111","111","1","stadium","10/2/2021","Carlisle","Forest Green"
"112","112","1","stadium","10/2/2021","Oldham","Harrogate"
"113","113","1","stadium","10/2/2021","Stevenage","Hartlepool"
"114","114","1","stadium","10/2/2021","Port Vale","Leyton Orient"
"115","115","1","stadium","10/2/2021","Bradford","Rochdale"
"116","116","1","stadium","10/2/2021","Colchester","Salford"
"117","117","1","stadium","10/2/2021","Newport County","Scunthorpe"
"118","118","1","stadium","10/2/2021","Northampton","Sutton"
"119","119","1","stadium","10/2/2021","Bristol Rvs","Swindon"
"120","120","1","stadium","10/2/2021","Exeter","Walsall"
"121","121","1","stadium","10/9/2021","Newport County","Bradford"
"122","122","1","stadium","10/9/2021","Bristol Rvs","Carlisle"
"123","123","1","stadium","10/9/2021","Tranmere","Colchester"
"124","124","1","stadium","10/9/2021","Rochdale","Crawley Town"
"125","125","1","stadium","10/9/2021","Stevenage","Exeter"
"126","126","1","stadium","10/9/2021","Barrow","Leyton Orient"
"127","127","1","stadium","10/9/2021","Hartlepool","Northampton"
"128","128","1","stadium","10/9/2021","Mansfield","Oldham"
"129","129","1","stadium","10/9/2021","Sutton","Port Vale"
"130","130","1","stadium","10/9/2021","Walsall","Salford"
"131","131","1","stadium","10/9/2021","Harrogate","Scunthorpe"
"132","132","1","stadium","10/9/2021","Forest Green","Swindon"
"133","133","1","stadium","10/16/2021","Port Vale","Barrow"
"134","134","1","stadium","10/16/2021","Bradford","Bristol Rvs"
"135","135","1","stadium","10/16/2021","Scunthorpe","Forest Green"
"136","136","1","stadium","10/16/2021","Colchester","Harrogate"
"137","137","1","stadium","10/16/2021","Salford","Hartlepool"
"138","138","1","stadium","10/16/2021","Northampton","Mansfield"
"139","139","1","stadium","10/16/2021","Exeter","Newport County"
"140","140","1","stadium","10/16/2021","Swindon","Rochdale"
"141","141","1","stadium","10/16/2021","Oldham","Stevenage"
"142","142","1","stadium","10/16/2021","Crawley Town","Sutton"
"143","143","1","stadium","10/16/2021","Carlisle","Tranmere"
"144","144","1","stadium","10/16/2021","Leyton Orient","Walsall"
"145","145","1","stadium","10/19/2021","Colchester","Bristol Rvs"
"146","146","1","stadium","10/19/2021","Newport County","Carlisle"
"147","147","1","stadium","10/19/2021","Crawley Town","Exeter"
"148","148","1","stadium","10/19/2021","Leyton Orient","Forest Green"
"149","149","1","stadium","10/19/2021","Bradford","Hartlepool"
"150","150","1","stadium","10/19/2021","Mansfield","Port Vale"
"151","151","1","stadium","10/19/2021","Salford","Rochdale"
"152","152","1","stadium","10/19/2021","Barrow","Scunthorpe"
"153","153","1","stadium","10/19/2021","Northampton","Stevenage"
"154","154","1","stadium","10/19/2021","Sutton","Swindon"
"155","155","1","stadium","10/19/2021","Harrogate","Tranmere"
"156","156","1","stadium","10/19/2021","Oldham","Walsall"
"157","157","1","stadium","10/23/2021","Walsall","Barrow"
"158","158","1","stadium","10/23/2021","Swindon","Bradford"
"159","159","1","stadium","10/23/2021","Port Vale","Colchester"
"160","160","1","stadium","10/23/2021","Scunthorpe","Crawley Town"
"161","161","1","stadium","10/23/2021","Hartlepool","Harrogate"
"162","162","1","stadium","10/23/2021","Stevenage","Leyton Orient"
"163","163","1","stadium","10/23/2021","Exeter","Mansfield"
"164","164","1","stadium","10/23/2021","Bristol Rvs","Newport County"
"165","165","1","stadium","10/23/2021","Tranmere","Northampton"
"166","166","1","stadium","10/23/2021","Carlisle","Oldham"
"167","167","1","stadium","10/23/2021","Forest Green","Salford"
"168","168","1","stadium","10/23/2021","Rochdale","Sutton"
"169","169","1","stadium","10/30/2021","Harrogate","Bristol Rvs"
"170","170","1","stadium","10/30/2021","Northampton","Carlisle"
"171","171","1","stadium","10/30/2021","Salford","Exeter"
"172","172","1","stadium","10/30/2021","Bradford","Forest Green"
"173","173","1","stadium","10/30/2021","Leyton Orient","Hartlepool"
"174","174","1","stadium","10/30/2021","Crawley Town","Port Vale"
"175","175","1","stadium","10/30/2021","Barrow","Rochdale"
"176","176","1","stadium","10/30/2021","Colchester","Scunthorpe"
"177","177","1","stadium","10/30/2021","Newport County","Stevenage"
"178","178","1","stadium","10/30/2021","Oldham","Swindon"
"179","179","1","stadium","10/30/2021","Mansfield","Tranmere"
"180","180","1","stadium","10/30/2021","Sutton","Walsall"
"181","181","1","stadium","11/13/2021","Carlisle","Barrow"
"182","182","1","stadium","11/13/2021","Port Vale","Bradford"
"183","183","1","stadium","11/13/2021","Forest Green","Colchester"
"184","184","1","stadium","11/13/2021","Swindon","Crawley Town"
"185","185","1","stadium","11/13/2021","Walsall","Harrogate"
"186","186","1","stadium","11/13/2021","Rochdale","Leyton Orient"
"187","187","1","stadium","11/13/2021","Stevenage","Mansfield"
"188","188","1","stadium","11/13/2021","Hartlepool","Newport County"
"189","189","1","stadium","11/13/2021","Bristol Rvs","Northampton"
"190","190","1","stadium","11/13/2021","Exeter","Oldham"
"191","191","1","stadium","11/13/2021","Scunthorpe","Salford"
"192","192","1","stadium","11/13/2021","Tranmere","Sutton"
"193","193","1","stadium","11/20/2021","Exeter","Carlisle"
"194","194","1","stadium","11/20/2021","Stevenage","Colchester"
"195","195","1","stadium","11/20/2021","Barrow","Crawley Town"
"196","196","1","stadium","11/20/2021","Hartlepool","Forest Green"
"197","197","1","stadium","11/20/2021","Bradford","Northampton"
"198","198","1","stadium","11/20/2021","Oldham","Port Vale"
"199","199","1","stadium","11/20/2021","Walsall","Rochdale"
"200","200","1","stadium","11/20/2021","Harrogate","Salford"
"201","201","1","stadium","11/20/2021","Mansfield","Scunthorpe"
"202","202","1","stadium","11/20/2021","Leyton Orient","Sutton"
"203","203","1","stadium","11/20/2021","Newport County","Swindon"
"204","204","1","stadium","11/20/2021","Bristol Rvs","Tranmere"
"205","205","1","stadium","11/23/2021","Forest Green","Barrow"
"206","206","1","stadium","11/23/2021","Tranmere","Bradford"
"207","207","1","stadium","11/23/2021","Salford","Bristol Rvs"
"208","208","1","stadium","11/23/2021","Colchester","Exeter"
"209","209","1","stadium","11/23/2021","Carlisle","Harrogate"
"210","210","1","stadium","11/23/2021","Swindon","Hartlepool"
"211","211","1","stadium","11/23/2021","Scunthorpe","Leyton Orient"
"212","212","1","stadium","11/23/2021","Sutton","Mansfield"
"213","213","1","stadium","11/23/2021","Crawley Town","Newport County"
"214","214","1","stadium","11/23/2021","Northampton","Oldham"
"215","215","1","stadium","11/23/2021","Rochdale","Stevenage"
"216","216","1","stadium","11/23/2021","Port Vale","Walsall"
"217","217","1","stadium","11/27/2021","Sutton","Barrow"
"218","218","1","stadium","11/27/2021","Scunthorpe","Bradford"
"219","219","1","stadium","11/27/2021","Forest Green","Bristol Rvs"
"220","220","1","stadium","11/27/2021","Rochdale","Exeter"
"221","221","1","stadium","11/27/2021","Swindon","Harrogate"
"222","222","1","stadium","11/27/2021","Port Vale","Hartlepool"
"223","223","1","stadium","11/27/2021","Northampton","Leyton Orient"
"224","224","1","stadium","11/27/2021","Crawley Town","Mansfield"
"225","225","1","stadium","11/27/2021","Colchester","Newport County"
"226","226","1","stadium","11/27/2021","Salford","Oldham"
"227","227","1","stadium","11/27/2021","Tranmere","Stevenage"
"228","228","1","stadium","11/27/2021","Carlisle","Walsall"
"229","229","1","stadium","12/7/2021","Mansfield","Carlisle"
"230","230","1","stadium","12/7/2021","Bradford","Colchester"
"231","231","1","stadium","12/7/2021","Walsall","Crawley Town"
"232","232","1","stadium","12/7/2021","Harrogate","Forest Green"
"233","233","1","stadium","12/7/2021","Exeter","Northampton"
"234","234","1","stadium","12/7/2021","Bristol Rvs","Port Vale"
"235","235","1","stadium","12/7/2021","Hartlepool","Rochdale"
"236","236","1","stadium","12/7/2021","Barrow","Salford"
"237","237","1","stadium","12/7/2021","Stevenage","Scunthorpe"
"238","238","1","stadium","12/7/2021","Newport County","Sutton"
"239","239","1","stadium","12/7/2021","Leyton Orient","Swindon"
"240","240","1","stadium","12/7/2021","Oldham","Tranmere"
"241","241","1","stadium","12/11/2021","Stevenage","Carlisle"
"242","242","1","stadium","12/11/2021","Walsall","Colchester"
"243","243","1","stadium","12/11/2021","Leyton Orient","Crawley Town"
"244","244","1","stadium","12/11/2021","Oldham","Forest Green"
"245","245","1","stadium","12/11/2021","Harrogate","Northampton"
"246","246","1","stadium","12/11/2021","Newport County","Port Vale"
"247","247","1","stadium","12/11/2021","Bristol Rvs","Rochdale"
"248","248","1","stadium","12/11/2021","Mansfield","Salford"
"249","249","1","stadium","12/11/2021","Hartlepool","Scunthorpe"
"250","250","1","stadium","12/11/2021","Bradford","Sutton"
"251","251","1","stadium","12/11/2021","Barrow","Swindon"
"252","252","1","stadium","12/11/2021","Exeter","Tranmere"
"253","253","1","stadium","12/18/2021","Northampton","Barrow"
"254","254","1","stadium","12/18/2021","Carlisle","Bradford"
"255","255","1","stadium","12/18/2021","Scunthorpe","Bristol Rvs"
"256","256","1","stadium","12/18/2021","Port Vale","Exeter"
"257","257","1","stadium","12/18/2021","Sutton","Harrogate"
"258","258","1","stadium","12/18/2021","Colchester","Hartlepool"
"259","259","1","stadium","12/18/2021","Tranmere","Leyton Orient"
"260","260","1","stadium","12/18/2021","Forest Green","Mansfield"
"261","261","1","stadium","12/18/2021","Rochdale","Newport County"
"262","262","1","stadium","12/18/2021","Crawley Town","Oldham"
"263","263","1","stadium","12/18/2021","Salford","Stevenage"
"264","264","1","stadium","12/18/2021","Swindon","Walsall"
"265","265","1","stadium","12/26/2021","Tranmere","Barrow"
"266","266","1","stadium","12/26/2021","Stevenage","Crawley Town"
"267","267","1","stadium","12/26/2021","Newport County","Forest Green"
"268","268","1","stadium","12/26/2021","Bradford","Harrogate"
"269","269","1","stadium","12/26/2021","Mansfield","Hartlepool"
"270","270","1","stadium","12/26/2021","Colchester","Leyton Orient"
"271","271","1","stadium","12/26/2021","Carlisle","Rochdale"
"272","272","1","stadium","12/26/2021","Port Vale","Salford"
"273","273","1","stadium","12/26/2021","Oldham","Scunthorpe"
"274","274","1","stadium","12/26/2021","Bristol Rvs","Sutton"
"275","275","1","stadium","12/26/2021","Exeter","Swindon"
"276","276","1","stadium","12/26/2021","Northampton","Walsall"
"277","277","1","stadium","12/29/2021","Walsall","Bradford"
"278","278","1","stadium","12/29/2021","Crawley Town","Bristol Rvs"
"279","279","1","stadium","12/29/2021","Salford","Carlisle"
"280","280","1","stadium","12/29/2021","Sutton","Colchester"
"281","281","1","stadium","12/29/2021","Forest Green","Exeter"
"282","282","1","stadium","12/29/2021","Harrogate","Mansfield"
"283","283","1","stadium","12/29/2021","Leyton Orient","Newport County"
"284","284","1","stadium","12/29/2021","Scunthorpe","Northampton"
"285","285","1","stadium","12/29/2021","Barrow","Oldham"
"286","286","1","stadium","12/29/2021","Rochdale","Port Vale"
"287","287","1","stadium","12/29/2021","Swindon","Stevenage"
"288","288","1","stadium","12/29/2021","Hartlepool","Tranmere"
"289","289","1","stadium","1/1/2022","Barrow","Bradford"
"290","290","1","stadium","1/1/2022","Leyton Orient","Bristol Rvs"
"291","291","1","stadium","1/1/2022","Scunthorpe","Carlisle"
"292","292","1","stadium","1/1/2022","Crawley Town","Colchester"
"293","293","1","stadium","1/1/2022","Sutton","Exeter"
"294","294","1","stadium","1/1/2022","Rochdale","Mansfield"
"295","295","1","stadium","1/1/2022","Walsall","Newport County"
"296","296","1","stadium","1/1/2022","Swindon","Northampton"
"297","297","1","stadium","1/1/2022","Hartlepool","Oldham"
"298","298","1","stadium","1/1/2022","Harrogate","Port Vale"
"299","299","1","stadium","1/1/2022","Forest Green","Stevenage"
"300","300","1","stadium","1/1/2022","Salford","Tranmere"
"301","301","1","stadium","1/8/2022","Bristol Rvs","Barrow"
"302","302","1","stadium","1/8/2022","Northampton","Crawley Town"
"303","303","1","stadium","1/8/2022","Port Vale","Forest Green"
"304","304","1","stadium","1/8/2022","Exeter","Harrogate"
"305","305","1","stadium","1/8/2022","Carlisle","Hartlepool"
"306","306","1","stadium","1/8/2022","Bradford","Leyton Orient"
"307","307","1","stadium","1/8/2022","Colchester","Rochdale"
"308","308","1","stadium","1/8/2022","Newport County","Salford"
"309","309","1","stadium","1/8/2022","Tranmere","Scunthorpe"
"310","310","1","stadium","1/8/2022","Oldham","Sutton"
"311","311","1","stadium","1/8/2022","Mansfield","Swindon"
"312","312","1","stadium","1/8/2022","Stevenage","Walsall"
"313","313","1","stadium","1/15/2022","Colchester","Barrow"
"314","314","1","stadium","1/15/2022","Carlisle","Crawley Town"
"315","315","1","stadium","1/15/2022","Northampton","Forest Green"
"316","316","1","stadium","1/15/2022","Newport County","Harrogate"
"317","317","1","stadium","1/15/2022","Bristol Rvs","Hartlepool"
"318","318","1","stadium","1/15/2022","Oldham","Leyton Orient"
"319","319","1","stadium","1/15/2022","Tranmere","Rochdale"
"320","320","1","stadium","1/15/2022","Bradford","Salford"
"321","321","1","stadium","1/15/2022","Exeter","Scunthorpe"
"322","322","1","stadium","1/15/2022","Stevenage","Sutton"
"323","323","1","stadium","1/15/2022","Port Vale","Swindon"
"324","324","1","stadium","1/15/2022","Mansfield","Walsall"
"325","325","1","stadium","1/22/2022","Rochdale","Bradford"
"326","326","1","stadium","1/22/2022","Swindon","Bristol Rvs"
"327","327","1","stadium","1/22/2022","Forest Green","Carlisle"
"328","328","1","stadium","1/22/2022","Salford","Colchester"
"329","329","1","stadium","1/22/2022","Walsall","Exeter"
"330","330","1","stadium","1/22/2022","Barrow","Mansfield"
"331","331","1","stadium","1/22/2022","Scunthorpe","Newport County"
"332","332","1","stadium","1/22/2022","Sutton","Northampton"
"333","333","1","stadium","1/22/2022","Harrogate","Oldham"
"334","334","1","stadium","1/22/2022","Leyton Orient","Port Vale"
"335","335","1","stadium","1/22/2022","Hartlepool","Stevenage"
"336","336","1","stadium","1/22/2022","Crawley Town","Tranmere"
"337","337","1","stadium","1/29/2022","Newport County","Barrow"
"338","338","1","stadium","1/29/2022","Bradford","Crawley Town"
"339","339","1","stadium","1/29/2022","Tranmere","Forest Green"
"340","340","1","stadium","1/29/2022","Stevenage","Harrogate"
"341","341","1","stadium","1/29/2022","Exeter","Hartlepool"
"342","342","1","stadium","1/29/2022","Mansfield","Leyton Orient"
"343","343","1","stadium","1/29/2022","Oldham","Rochdale"
"344","344","1","stadium","1/29/2022","Northampton","Salford"
"345","345","1","stadium","1/29/2022","Port Vale","Scunthorpe"
"346","346","1","stadium","1/29/2022","Carlisle","Sutton"
"347","347","1","stadium","1/29/2022","Colchester","Swindon"
"348","348","1","stadium","1/29/2022","Bristol Rvs","Walsall"
"349","349","1","stadium","2/5/2022","Harrogate","Bradford"
"350","350","1","stadium","2/5/2022","Sutton","Bristol Rvs"
"351","351","1","stadium","2/5/2022","Rochdale","Carlisle"
"352","352","1","stadium","2/5/2022","Leyton Orient","Colchester"
"353","353","1","stadium","2/5/2022","Swindon","Exeter"
"354","354","1","stadium","2/5/2022","Hartlepool","Mansfield"
"355","355","1","stadium","2/5/2022","Forest Green","Newport County"
"356","356","1","stadium","2/5/2022","Walsall","Northampton"
"357","357","1","stadium","2/5/2022","Scunthorpe","Oldham"
"358","358","1","stadium","2/5/2022","Salford","Port Vale"
"359","359","1","stadium","2/5/2022","Crawley Town","Stevenage"
"360","360","1","stadium","2/5/2022","Barrow","Tranmere"
"361","361","1","stadium","2/8/2022","Hartlepool","Barrow"
"362","362","1","stadium","2/8/2022","Stevenage","Bradford"
"363","363","1","stadium","2/8/2022","Oldham","Bristol Rvs"
"364","364","1","stadium","2/8/2022","Mansfield","Colchester"
"365","365","1","stadium","2/8/2022","Harrogate","Crawley Town"
"366","366","1","stadium","2/8/2022","Exeter","Leyton Orient"
"367","367","1","stadium","2/8/2022","Northampton","Newport County"
"368","368","1","stadium","2/8/2022","Carlisle","Port Vale"
"369","369","1","stadium","2/8/2022","Forest Green","Rochdale"
"370","370","1","stadium","2/8/2022","Salford","Sutton"
"371","371","1","stadium","2/8/2022","Tranmere","Swindon"
"372","372","1","stadium","2/8/2022","Scunthorpe","Walsall"
"373","373","1","stadium","2/12/2022","Colchester","Carlisle"
"374","374","1","stadium","2/12/2022","Bradford","Exeter"
"375","375","1","stadium","2/12/2022","Sutton","Forest Green"
"376","376","1","stadium","2/12/2022","Rochdale","Harrogate"
"377","377","1","stadium","2/12/2022","Crawley Town","Hartlepool"
"378","378","1","stadium","2/12/2022","Bristol Rvs","Mansfield"
"379","379","1","stadium","2/12/2022","Port Vale","Northampton"
"380","380","1","stadium","2/12/2022","Newport County","Oldham"
"381","381","1","stadium","2/12/2022","Leyton Orient","Salford"
"382","382","1","stadium","2/12/2022","Swindon","Scunthorpe"
"383","383","1","stadium","2/12/2022","Barrow","Stevenage"
"384","384","1","stadium","2/12/2022","Walsall","Tranmere"
"385","385","1","stadium","2/19/2022","Exeter","Barrow"
"386","386","1","stadium","2/19/2022","Oldham","Bradford"
"387","387","1","stadium","2/19/2022","Stevenage","Bristol Rvs"
"388","388","1","stadium","2/19/2022","Northampton","Colchester"
"389","389","1","stadium","2/19/2022","Salford","Crawley Town"
"390","390","1","stadium","2/19/2022","Harrogate","Leyton Orient"
"391","391","1","stadium","2/19/2022","Mansfield","Newport County"
"392","392","1","stadium","2/19/2022","Tranmere","Port Vale"
"393","393","1","stadium","2/19/2022","Scunthorpe","Rochdale"
"394","394","1","stadium","2/19/2022","Hartlepool","Sutton"
"395","395","1","stadium","2/19/2022","Carlisle","Swindon"
"396","396","1","stadium","2/19/2022","Forest Green","Walsall"
"397","397","1","stadium","2/26/2022","Leyton Orient","Carlisle"
"398","398","1","stadium","2/26/2022","Bristol Rvs","Exeter"
"399","399","1","stadium","2/26/2022","Crawley Town","Forest Green"
"400","400","1","stadium","2/26/2022","Barrow","Harrogate"
"401","401","1","stadium","2/26/2022","Walsall","Hartlepool"
"402","402","1","stadium","2/26/2022","Bradford","Mansfield"
"403","403","1","stadium","2/26/2022","Rochdale","Northampton"
"404","404","1","stadium","2/26/2022","Colchester","Oldham"
"405","405","1","stadium","2/26/2022","Swindon","Salford"
"406","406","1","stadium","2/26/2022","Sutton","Scunthorpe"
"407","407","1","stadium","2/26/2022","Port Vale","Stevenage"
"408","408","1","stadium","2/26/2022","Newport County","Tranmere"
"409","409","1","stadium","3/5/2022","Newport County","Bristol Rvs"
"410","410","1","stadium","3/5/2022","Oldham","Carlisle"
"411","411","1","stadium","3/5/2022","Mansfield","Exeter"
"412","412","1","stadium","3/5/2022","Salford","Forest Green"
"413","413","1","stadium","3/5/2022","Harrogate","Hartlepool"
"414","414","1","stadium","3/5/2022","Colchester","Port Vale"
"415","415","1","stadium","3/5/2022","Sutton","Rochdale"
"416","416","1","stadium","3/5/2022","Crawley Town","Scunthorpe"
"417","417","1","stadium","3/5/2022","Leyton Orient","Stevenage"
"418","418","1","stadium","3/5/2022","Bradford","Swindon"
"419","419","1","stadium","3/5/2022","Northampton","Tranmere"
"420","420","1","stadium","3/5/2022","Barrow","Walsall"
"421","421","1","stadium","3/12/2022","Rochdale","Barrow"
"422","422","1","stadium","3/12/2022","Forest Green","Bradford"
"423","423","1","stadium","3/12/2022","Scunthorpe","Colchester"
"424","424","1","stadium","3/12/2022","Port Vale","Crawley Town"
"425","425","1","stadium","3/12/2022","Bristol Rvs","Harrogate"
"426","426","1","stadium","3/12/2022","Hartlepool","Leyton Orient"
"427","427","1","stadium","3/12/2022","Tranmere","Mansfield"
"428","428","1","stadium","3/12/2022","Stevenage","Newport County"
"429","429","1","stadium","3/12/2022","Carlisle","Northampton"
"430","430","1","stadium","3/12/2022","Swindon","Oldham"
"431","431","1","stadium","3/12/2022","Exeter","Salford"
"432","432","1","stadium","3/12/2022","Walsall","Sutton"
"433","433","1","stadium","3/15/2022","Scunthorpe","Barrow"
"434","434","1","stadium","3/15/2022","Hartlepool","Bradford"
"435","435","1","stadium","3/15/2022","Bristol Rvs","Colchester"
"436","436","1","stadium","3/15/2022","Exeter","Crawley Town"
"437","437","1","stadium","3/15/2022","Tranmere","Harrogate"
"438","438","1","stadium","3/15/2022","Forest Green","Leyton Orient"
"439","439","1","stadium","3/15/2022","Port Vale","Mansfield"
"440","440","1","stadium","3/15/2022","Carlisle","Newport County"
"441","441","1","stadium","3/15/2022","Stevenage","Northampton"
"442","442","1","stadium","3/15/2022","Walsall","Oldham"
"443","443","1","stadium","3/15/2022","Rochdale","Salford"
"444","444","1","stadium","3/15/2022","Swindon","Sutton"
"445","445","1","stadium","3/19/2022","Northampton","Bristol Rvs"
"446","446","1","stadium","3/19/2022","Barrow","Carlisle"
