MatchNumber,RoundNumber,Location,Date,Home_Team,Away_Team
227,1,stadium,12/19/2021,Fuenlabrada,Oviedo
228,1,stadium,12/19/2021,Ponferradina,Amorebieta
229,1,stadium,12/19/2021,Ibiza,Sp Gijon
230,1,stadium,12/19/2021,Zaragoza,Tenerife
231,1,stadium,12/19/2021,Sociedad B,Valladolid
232,1,stadium,1/2/2022,Almeria,Cartagena
233,1,stadium,1/2/2022,Huesca,Girona
234,1,stadium,1/2/2022,Tenerife,Las Palmas
235,1,stadium,1/2/2022,Valladolid,Leganes
236,1,stadium,1/2/2022,Sp Gijon,Lugo
237,1,stadium,1/2/2022,Alcorcon,Malaga
238,1,stadium,1/2/2022,Oviedo,Ponferradina
239,1,stadium,1/2/2022,Eibar,Sociedad B
240,1,stadium,1/2/2022,Burgos,Amorebieta
241,1,stadium,1/2/2022,Fuenlabrada,Ibiza
242,1,stadium,1/2/2022,Mirandes,Zaragoza
243,1,stadium,1/9/2022,Ibiza,Alcorcon
244,1,stadium,1/9/2022,Las Palmas,Almeria
245,1,stadium,1/9/2022,Valladolid,Burgos
246,1,stadium,1/9/2022,Lugo,Mirandes
247,1,stadium,1/9/2022,Oviedo,Eibar
248,1,stadium,1/9/2022,Girona,Fuenlabrada
249,1,stadium,1/9/2022,Cartagena,Huesca
250,1,stadium,1/9/2022,Leganes,Sociedad B
251,1,stadium,1/9/2022,Malaga,Sp Gijon
252,1,stadium,1/9/2022,Amorebieta,Tenerife
253,1,stadium,1/9/2022,Ponferradina,Zaragoza
254,1,stadium,1/23/2022,Sociedad B,Cartagena
255,1,stadium,1/23/2022,Alcorcon,Mirandes
256,1,stadium,1/23/2022,Almeria,Eibar
257,1,stadium,1/23/2022,Fuenlabrada,Las Palmas
258,1,stadium,1/23/2022,Burgos,Leganes
259,1,stadium,1/23/2022,Girona,Lugo
260,1,stadium,1/23/2022,Tenerife,Oviedo
261,1,stadium,1/23/2022,Huesca,Ponferradina
262,1,stadium,1/23/2022,Sp Gijon,Amorebieta
263,1,stadium,1/23/2022,Malaga,Ibiza
264,1,stadium,1/23/2022,Zaragoza,Valladolid
265,1,stadium,1/30/2022,Leganes,Alcorcon
266,1,stadium,1/30/2022,Oviedo,Almeria
267,1,stadium,1/30/2022,Lugo,Burgos
268,1,stadium,1/30/2022,Cartagena,Fuenlabrada
269,1,stadium,1/30/2022,Amorebieta,Girona
270,1,stadium,1/30/2022,Eibar,Huesca
271,1,stadium,1/30/2022,Mirandes,Malaga
272,1,stadium,1/30/2022,Las Palmas,Sociedad B
273,1,stadium,1/30/2022,Valladolid,Sp Gijon
274,1,stadium,1/30/2022,Ponferradina,Tenerife
275,1,stadium,1/30/2022,Ibiza,Zaragoza
276,1,stadium,2/6/2022,Burgos,Alcorcon
277,1,stadium,2/6/2022,Huesca,Mirandes
278,1,stadium,2/6/2022,Sp Gijon,Eibar
279,1,stadium,2/6/2022,Cartagena,Las Palmas
280,1,stadium,2/6/2022,Tenerife,Leganes
281,1,stadium,2/6/2022,Sociedad B,Lugo
282,1,stadium,2/6/2022,Zaragoza,Malaga
283,1,stadium,2/6/2022,Amorebieta,Oviedo
284,1,stadium,2/6/2022,Girona,Ponferradina
285,1,stadium,2/6/2022,Almeria,Ibiza
286,1,stadium,2/6/2022,Fuenlabrada,Valladolid
287,1,stadium,2/13/2022,Malaga,Almeria
288,1,stadium,2/13/2022,Las Palmas,Burgos
289,1,stadium,2/13/2022,Ibiza,Cartagena
290,1,stadium,2/13/2022,Eibar,Fuenlabrada
291,1,stadium,2/13/2022,Valladolid,Girona
292,1,stadium,2/13/2022,Oviedo,Huesca
293,1,stadium,2/13/2022,Ponferradina,Sociedad B
294,1,stadium,2/13/2022,Lugo,Amorebieta
295,1,stadium,2/13/2022,Mirandes,Sp Gijon
296,1,stadium,2/13/2022,Alcorcon,Tenerife
297,1,stadium,2/13/2022,Leganes,Zaragoza
298,1,stadium,2/20/2022,Fuenlabrada,Alcorcon
299,1,stadium,2/20/2022,Almeria,Mirandes
300,1,stadium,2/20/2022,Girona,Eibar
301,1,stadium,2/20/2022,Zaragoza,Las Palmas
302,1,stadium,2/20/2022,Amorebieta,Leganes
303,1,stadium,2/20/2022,Huesca,Lugo
304,1,stadium,2/20/2022,Sociedad B,Malaga
305,1,stadium,2/20/2022,Burgos,Oviedo
306,1,stadium,2/20/2022,Sp Gijon,Ponferradina
307,1,stadium,2/20/2022,Tenerife,Ibiza
308,1,stadium,2/20/2022,Cartagena,Valladolid
309,1,stadium,2/27/2022,Eibar,Burgos
310,1,stadium,2/27/2022,Malaga,Cartagena
311,1,stadium,2/27/2022,Almeria,Fuenlabrada
312,1,stadium,2/27/2022,Leganes,Girona
313,1,stadium,2/27/2022,Ibiza,Huesca
314,1,stadium,2/27/2022,Las Palmas,Lugo
315,1,stadium,2/27/2022,Alcorcon,Ponferradina
316,1,stadium,2/27/2022,Oviedo,Sociedad B
317,1,stadium,2/27/2022,Valladolid,Amorebieta
318,1,stadium,2/27/2022,Mirandes,Tenerife
319,1,stadium,2/27/2022,Sp Gijon,Zaragoza
320,1,stadium,3/6/2022,Lugo,Alcorcon
321,1,stadium,3/6/2022,Zaragoza,Almeria
322,1,stadium,3/6/2022,Fuenlabrada,Burgos
323,1,stadium,3/6/2022,Leganes,Mirandes
324,1,stadium,3/6/2022,Cartagena,Eibar
325,1,stadium,3/6/2022,Huesca,Las Palmas
326,1,stadium,3/6/2022,Amorebieta,Malaga
327,1,stadium,3/6/2022,Girona,Oviedo
328,1,stadium,3/6/2022,Sociedad B,Sp Gijon
329,1,stadium,3/6/2022,Ponferradina,Ibiza
330,1,stadium,3/6/2022,Tenerife,Valladolid
331,1,stadium,3/13/2022,Mirandes,Cartagena
332,1,stadium,3/13/2022,Zaragoza,Fuenlabrada
333,1,stadium,3/13/2022,Las Palmas,Girona
334,1,stadium,3/13/2022,Alcorcon,Huesca
335,1,stadium,3/13/2022,Ibiza,Leganes
336,1,stadium,3/13/2022,Almeria,Lugo
337,1,stadium,3/13/2022,Malaga,Ponferradina
338,1,stadium,3/13/2022,Burgos,Sociedad B
339,1,stadium,3/13/2022,Eibar,Amorebieta
340,1,stadium,3/13/2022,Sp Gijon,Tenerife
341,1,stadium,3/13/2022,Oviedo,Valladolid
342,1,stadium,3/20/2022,Amorebieta,Alcorcon
343,1,stadium,3/20/2022,Tenerife,Almeria
344,1,stadium,3/20/2022,Huesca,Burgos
345,1,stadium,3/20/2022,Sociedad B,Mirandes
346,1,stadium,3/20/2022,Ponferradina,Eibar
347,1,stadium,3/20/2022,Valladolid,Las Palmas
348,1,stadium,3/20/2022,Fuenlabrada,Malaga
349,1,stadium,3/20/2022,Lugo,Oviedo
350,1,stadium,3/20/2022,Leganes,Sp Gijon
351,1,stadium,3/20/2022,Girona,Ibiza
352,1,stadium,3/20/2022,Cartagena,Zaragoza
353,1,stadium,3/27/2022,Sp Gijon,Cartagena
354,1,stadium,3/27/2022,Oviedo,Fuenlabrada
355,1,stadium,3/27/2022,Almeria,Girona
356,1,stadium,3/27/2022,Malaga,Huesca
357,1,stadium,3/27/2022,Las Palmas,Leganes
358,1,stadium,3/27/2022,Eibar,Lugo
359,1,stadium,3/27/2022,Mirandes,Ponferradina
360,1,stadium,3/27/2022,Ibiza,Sociedad B
361,1,stadium,3/27/2022,Zaragoza,Amorebieta
362,1,stadium,3/27/2022,Burgos,Tenerife
363,1,stadium,3/27/2022,Alcorcon,Valladolid
364,1,stadium,4/3/2022,Sociedad B,Alcorcon
365,1,stadium,4/3/2022,Huesca,Almeria
366,1,stadium,4/3/2022,Eibar,Mirandes
367,1,stadium,4/3/2022,Leganes,Fuenlabrada
368,1,stadium,4/3/2022,Ponferradina,Las Palmas
369,1,stadium,4/3/2022,Valladolid,Lugo
370,1,stadium,4/3/2022,Girona,Malaga
371,1,stadium,4/3/2022,Cartagena,Oviedo
372,1,stadium,4/3/2022,Burgos,Sp Gijon
373,1,stadium,4/3/2022,Amorebieta,Ibiza
374,1,stadium,4/3/2022,Tenerife,Zaragoza
375,1,stadium,4/10/2022,Mirandes,Burgos
376,1,stadium,4/10/2022,Lugo,Cartagena
377,1,stadium,4/10/2022,Ibiza,Eibar
378,1,stadium,4/10/2022,Zaragoza,Girona
379,1,stadium,4/10/2022,Fuenlabrada,Huesca
380,1,stadium,4/10/2022,Oviedo,Leganes
381,1,stadium,4/10/2022,Almeria,Ponferradina
382,1,stadium,4/10/2022,Las Palmas,Amorebieta
383,1,stadium,4/10/2022,Alcorcon,Sp Gijon
384,1,stadium,4/10/2022,Sociedad B,Tenerife
385,1,stadium,4/10/2022,Malaga,Valladolid
386,1,stadium,4/17/2022,Cartagena,Alcorcon
387,1,stadium,4/17/2022,Valladolid,Almeria
388,1,stadium,4/17/2022,Amorebieta,Mirandes
389,1,stadium,4/17/2022,Tenerife,Fuenlabrada
390,1,stadium,4/17/2022,Eibar,Las Palmas
391,1,stadium,4/17/2022,Ponferradina,Lugo
392,1,stadium,4/17/2022,Leganes,Malaga
393,1,stadium,4/17/2022,Sp Gijon,Oviedo
394,1,stadium,4/17/2022,Girona,Sociedad B
395,1,stadium,4/17/2022,Burgos,Ibiza
396,1,stadium,4/17/2022,Huesca,Zaragoza
397,1,stadium,4/24/2022,Zaragoza,Burgos
398,1,stadium,4/24/2022,Malaga,Eibar
399,1,stadium,4/24/2022,Cartagena,Girona
400,1,stadium,4/24/2022,Tenerife,Huesca
401,1,stadium,4/24/2022,Ibiza,Las Palmas
402,1,stadium,4/24/2022,Lugo,Leganes
403,1,stadium,4/24/2022,Alcorcon,Oviedo
404,1,stadium,4/24/2022,Fuenlabrada,Ponferradina
405,1,stadium,4/24/2022,Sociedad B,Amorebieta
406,1,stadium,4/24/2022,Almeria,Sp Gijon
407,1,stadium,4/24/2022,Mirandes,Valladolid
408,1,stadium,5/1/2022,Burgos,Almeria
409,1,stadium,5/1/2022,Ponferradina,Cartagena
410,1,stadium,5/1/2022,Oviedo,Mirandes
411,1,stadium,5/1/2022,Amorebieta,Fuenlabrada
412,1,stadium,5/1/2022,Alcorcon,Girona
413,1,stadium,5/1/2022,Leganes,Huesca
414,1,stadium,5/1/2022,Las Palmas,Malaga
415,1,stadium,5/1/2022,Valladolid,Sociedad B
416,1,stadium,5/1/2022,Lugo,Tenerife
417,1,stadium,5/1/2022,Sp Gijon,Ibiza
418,1,stadium,5/1/2022,Eibar,Zaragoza
419,1,stadium,5/8/2022,Zaragoza,Alcorcon
420,1,stadium,5/8/2022,Ponferradina,Burgos
421,1,stadium,5/8/2022,Las Palmas,Mirandes
422,1,stadium,5/8/2022,Cartagena,Leganes
423,1,stadium,5/8/2022,Ibiza,Lugo
424,1,stadium,5/8/2022,Malaga,Oviedo
425,1,stadium,5/8/2022,Fuenlabrada,Sociedad B
426,1,stadium,5/8/2022,Almeria,Amorebieta
427,1,stadium,5/8/2022,Huesca,Sp Gijon
428,1,stadium,5/8/2022,Girona,Tenerife
429,1,stadium,5/8/2022,Eibar,Valladolid
430,1,stadium,5/15/2022,Sociedad B,Almeria
431,1,stadium,5/15/2022,Burgos,Cartagena
432,1,stadium,5/15/2022,Leganes,Eibar
433,1,stadium,5/15/2022,Lugo,Fuenlabrada
434,1,stadium,5/15/2022,Sp Gijon,Girona
435,1,stadium,5/15/2022,Amorebieta,Huesca
436,1,stadium,5/15/2022,Alcorcon,Las Palmas
437,1,stadium,5/15/2022,Tenerife,Malaga
438,1,stadium,5/15/2022,Valladolid,Ponferradina
439,1,stadium,5/15/2022,Mirandes,Ibiza
440,1,stadium,5/15/2022,Oviedo,Zaragoza
441,1,stadium,5/22/2022,Almeria,Alcorcon
442,1,stadium,5/22/2022,Malaga,Burgos
443,1,stadium,5/22/2022,Girona,Mirandes
444,1,stadium,5/22/2022,Ponferradina,Leganes
445,1,stadium,5/22/2022,Zaragoza,Lugo
446,1,stadium,5/22/2022,Las Palmas,Oviedo
447,1,stadium,5/22/2022,Huesca,Sociedad B
448,1,stadium,5/22/2022,Cartagena,Amorebieta
449,1,stadium,5/22/2022,Fuenlabrada,Sp Gijon
450,1,stadium,5/22/2022,Eibar,Tenerife
451,1,stadium,5/22/2022,Ibiza,Valladolid
452,1,stadium,5/29/2022,Leganes,Almeria
453,1,stadium,5/29/2022,Tenerife,Cartagena
454,1,stadium,5/29/2022,Alcorcon,Eibar
455,1,stadium,5/29/2022,Mirandes,Fuenlabrada
456,1,stadium,5/29/2022,Burgos,Girona
457,1,stadium,5/29/2022,Valladolid,Huesca
458,1,stadium,5/29/2022,Sp Gijon,Las Palmas
459,1,stadium,5/29/2022,Lugo,Malaga
460,1,stadium,5/29/2022,Amorebieta,Ponferradina
461,1,stadium,5/29/2022,Oviedo,Ibiza
462,1,stadium,5/29/2022,Sociedad B,Zaragoza
